Week,Owner,Punter,Team,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Punt Avg,Return Avg,Holds,Misses,First Downs,Touchdowns,Fumbles,Interceptions,Conduct,Total Points
1,Free Agent,C.Johnston,PHI,0,0.4,0.25,0.1,4,0.75,0.0,1,0.0,0.0,0.0,0.7166666666666665,0.35000000000000003,0.2,-0.0,0,0,-0.0,-0.0,0,7.7666666666666675
1,Free Agent,M.Bosher,ATL,0,0.0,0.25,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.26666666666666644,0.17500000000000002,0.2,-0.25,0,0,-0.0,-0.0,0,3.6416666666666666
1,Free Agent,C.Bojorquez,BUF,0,0.0,0.25,0.2,4,0.0,0.0,3,0.0,0.0,0.0,0.4625,-0.18000000000000008,0.1,-0.25,0,0,-1.5,-0.0,0,6.0825000000000005
1,Free Agent,S.Koch,BAL,0,0.0,0.0,0.1,3,0.75,0.0,3,0.0,0.0,0.0,0.6399999999999999,0.2666666666666667,0.7000000000000001,-0.0,0,0,-0.0,-0.0,0,8.456666666666665
1,Free Agent,J.Berry,PIT,0,0.0,0.75,0.1,2,0.0,0.0,3,0.0,0.0,0.0,-0.5714285714285715,-0.6000000000000001,0.30000000000000004,-0.25,0,0,-0.0,-0.0,0,4.728571428571429
1,Free Agent,B.Colquitt,CLE,0,0.4,0.5,0.30000000000000004,3,0.0,0.0,6,1.5,0.0,0.0,-0.15000000000000002,-0.21999999999999995,0.30000000000000004,-0.0,0,0,-0.0,-0.0,0,11.63
1,Free Agent,R.Sanchez,IND,0,0.0,0.25,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.25,1.0,0.5,-0.25,0,0,-0.0,-0.0,0,1.75
1,Free Agent,K.Huber,CIN,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.30000000000000004,0.9,0.5,-0.0,0,0,-0.0,-0.0,0,2.7
1,Free Agent,M.Haack,MIA,0,0.8,0.0,0.0,2,1.5,0.0,0,0.0,0.0,0.0,0.875,-1.3,0.5,-0.0,0,0,-0.0,-0.0,0,4.375
1,Free Agent,B.Kern,TEN,0,0.0,0.25,0.1,1,0.0,0.0,4,0.0,0.0,0.0,-0.025,0.8500000000000001,0.4,-0.0,0,0,-0.0,-0.0,0,6.574999999999998
1,Free Agent,B.Pinion,SF,0,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.15000000000000002,0.6666666666666666,0.4,-0.0,0,0,-0.0,-0.0,0,2.1666666666666665
1,Free Agent,M.Wile,MIN,0,0.0,0.25,0.1,1,0.0,0.0,4,0.75,0.5,0.0,-0.6666666666666665,0.2,0.30000000000000004,-0.0,0,0,-0.0,-0.0,0,6.433333333333334
1,Free Agent,R.Allen,NE,0,0.0,0.25,0.0,2,0.0,0.0,2,1.5,0.5,0.25,0.1833333333333336,-0.1,0.5,-0.0,0,0,-0.0,-0.0,0,7.083333333333334
1,Free Agent,T.Daniel,HOU,0,0.0,0.75,0.1,0,0.0,0.0,3,0.75,0.0,0.0,-0.6666666666666665,0.9,0.4,-0.0,0,0,-0.0,-0.0,0,5.233333333333333
1,Free Agent,T.Morstead,NO,0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.7000000000000001,0.2666666666666667,0.4,-0.0,0,0,-0.0,-0.0,0,3.3666666666666667
1,Free Agent,B.Anger,TB,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.30000000000000004,0.9,0.7000000000000001,-0.25,0,0,-0.0,-0.0,0,1.05
1,Free Agent,R.Dixon,NYG,0,0.4,0.0,0.1,3,0.0,0.0,0,0.0,0.0,0.0,0.4399999999999999,0.4,0.30000000000000004,-0.0,0,0,-0.0,-0.0,0,4.64
