Week,Owner,Punter,Team,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Punt Avg,Return Avg,Holds,Misses,First Downs,Touchdowns,Fumbles,Interceptions,Conduct,Total Points
1,Free Agent,J.Vogel,GB,0,0.0,1.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,-0.12000000000000027,0.2,0.30000000000000004,-0.0,0,0.0,-0.0,-0.0,0,3.38
1,Free Agent,B.Pinion,SF,0,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.425,0.6666666666666666,0.1,-0.0,0,0.0,-0.0,-0.0,0,1.5916666666666668
1,Fed,M.Palardy,CAR,0,0.0,0.25,0.1,2,0.0,0.0,1,0.0,0.0,0.0,0.6666666666666665,-0.0,0.5,-0.0,0,0.0,-0.0,-0.0,0,4.516666666666667
1,Free Agent,C.Jones,DAL,0,0.0,0.75,0.0,1,0.0,0.0,4,1.5,0.0,0.0,-1.025,0.1,0.5,-0.0,0,0.0,-0.0,-0.0,0,6.824999999999998
1,Hardardt,B.Wing,NYG,0,0.4,0.5,0.1,1,0.0,0.0,0,0.0,0.0,0.0,-0.01666666666666643,0.9,0.1,-0.0,0,0.4,-0.0,-0.0,0,2.983333333333334
1,Free Agent,T.Morstead,NO,0,0.0,0.0,0.0,2,0.75,0.0,1,0.75,0.0,0.0,1.2000000000000002,0.35000000000000003,0.5,-0.0,0,0.0,-0.0,-0.0,0,6.55
1,Free Agent,R.Quigley,MIN,0,0.0,0.25,0.0,1,0.0,0.0,1,0.0,0.0,0.0,-0.15000000000000002,0.9,0.5,-0.25,0,0.0,-0.0,-0.0,0,3.25
1,Free Agent,R.Dixon,DEN,0,0.0,0.5,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.30000000000000004,1.2000000000000002,0.4,-0.25,0,0.0,-0.0,-0.0,0,6.15
1,Free Agent,D.Kaser,LAC,0,0.0,0.0,0.1,2,0.75,0.0,2,0.0,0.0,0.0,0.1,-0.7000000000000001,0.30000000000000004,-0.0,0,0.0,-0.0,-0.0,0,4.549999999999999
2,O'Leary,S.Lechler,HOU,0,0.0,0.75,0.0,6,0.0,0.0,2,0.0,0.0,0.0,0.3888888888888886,-0.7333333333333333,0.30000000000000004,-0.0,0,0.0,-0.0,-0.0,0,8.705555555555557
2,Free Agent,K.Huber,CIN,0,0.0,0.5,0.1,3,0.75,0.0,6,0.75,0.5,0.0,0.2714285714285715,0.4,0.30000000000000004,-0.0,0,0.0,-0.0,-0.0,0,12.571428571428573
2,Taylor,B.Colquitt,CLE,0,0.0,0.25,0.0,2,0.75,0.0,0,0.0,0.0,0.0,0.7250000000000001,0.2666666666666667,0.2,-0.0,0,0.0,-0.0,-0.0,0,4.191666666666666
2,Free Agent,S.Koch,BAL,0,0.4,0.25,0.1,2,0.75,0.0,4,0.75,0.0,0.0,0.2,0.9,0.4,-0.25,0,0.4,-0.0,-0.0,0,9.5
2,Zack,C.Schmidt,BUF,0,0.0,0.25,0.0,3,0.0,0.0,2,0.0,0.0,0.0,0.45,0.30000000000000004,0.1,-0.0,0,0.0,-0.0,-0.0,0,6.1
2,Fed,M.Palardy,CAR,0,0.0,0.25,0.2,1,0.0,0.0,2,0.75,0.5,0.0,-0.35000000000000003,0.8,0.30000000000000004,-0.0,0,0.0,-0.0,-0.0,0,5.45
2,Bandit,R.Sanchez,IND,0,0.0,1.0,0.2,1,0.0,0.0,3,0.0,0.0,0.0,-0.17142857142857154,0.30000000000000004,0.30000000000000004,-0.0,0,0.0,-0.0,-0.0,0,5.628571428571428
2,Free Agent,A.Lee,ARI,0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.13999999999999987,0.325,0.4,-0.25,0,0.0,-0.0,-0.0,0,2.615
2,Free Agent,B.Kern,TEN,0,0.0,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,-0.3333333333333336,0.5,0.7000000000000001,-0.0,0,0.0,-0.0,-0.0,0,1.0666666666666664
2,Gillen,B.Nortman,JAX,0,0.0,0.5,0.1,3,0.0,0.0,1,0.0,0.0,0.0,0.4200000000000003,-1.85,0.2,-0.0,0,0.0,-0.0,-0.0,0,3.37
2,Julian,D.Colquitt,KC,0,0.8,0.5,0.0,2,0.75,0.0,2,0.75,0.0,0.0,0.03999999999999986,-0.1,0.5,-0.0,0,0.8,-0.0,-0.0,0,7.24
2,Free Agent,D.Jones,PHI,0,0.4,0.25,0.1,0,0.0,0.0,1,0.0,0.0,0.0,-0.275,0.1,0.4,-0.25,0,0.4,-0.0,-0.0,0,1.725
2,Free Agent,T.Morstead,NO,0,0.0,0.5,0.0,1,0.0,0.0,2,0.0,0.0,0.0,-0.4666666666666665,0.9,0.4,-0.25,0,0.0,-0.0,-0.0,0,4.083333333333334
2,Stearns,R.Allen,NE,0,0.0,0.0,0.1,1,0.0,0.0,1,0.75,0.0,0.0,-0.8,-0.7000000000000001,0.6000000000000001,-0.25,0,0.0,-0.0,-0.0,0,1.6999999999999995
2,Pacillo,J.Berry,PIT,0,0.0,0.5,0.1,0,0.0,0.0,2,1.5,0.5,0.25,-0.6399999999999999,-0.30000000000000004,0.6000000000000001,-0.0,0,0.0,-0.0,-0.0,0,4.51
2,Free Agent,R.Quigley,MIN,0,0.0,0.75,0.1,2,0.0,0.0,3,0.0,0.0,0.0,-0.1,0.95,0.1,-0.25,0,0.0,-0.0,-0.0,0,6.55
2,Free Agent,B.Anger,TB,0,0.0,0.25,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.3666666666666665,0.4,0.5,-0.0,0,0.0,-0.0,-0.0,0,4.516666666666667
2,Free Agent,P.O'Donnell,CHI,0,0.4,0.0,0.0,3,0.75,0.0,1,0.75,0.0,0.0,1.1,-0.8,0.1,-0.0,0,0.4,-0.0,-0.0,0,6.3
2,Free Agent,D.Kaser,LAC,0,0.0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0.0,-0.25,0.2,0.30000000000000004,-0.5,0,0.0,-0.0,-0.0,0,3.75
2,Free Agent,M.Haack,MIA,0,0.4,0.0,0.1,2,0.0,0.0,0,0.0,0.0,0.0,-0.16666666666666646,-1.4,0.5,-0.0,0,0.4,-0.0,-0.0,0,1.4333333333333331
2,Looney,M.King,OAK,0,0.0,0.25,0.0,2,0.75,0.0,2,0.0,0.0,0.0,1.0333333333333337,0.35000000000000003,0.7000000000000001,-0.0,0,0.0,-0.0,-0.0,0,7.083333333333332
2,Levine,L.Edwards,NYJ,0,0.0,0.25,0.1,1,0.0,0.0,2,0.0,0.0,0.0,-0.5333333333333335,-0.4,0.4,-0.0,0,0.0,-0.0,-0.0,0,2.8166666666666664
2,Free Agent,C.Jones,DAL,0,0.4,0.0,0.2,3,0.75,0.0,2,0.75,0.0,0.0,0.4799999999999998,0.1666666666666667,0.30000000000000004,-0.0,0,0.4,-0.0,-0.0,0,8.046666666666667
2,Free Agent,R.Dixon,DEN,0,0.0,0.0,0.1,0,0.0,0.0,1,0.0,0.0,0.0,-0.2,-1.0,0.5,-0.25,0,0.0,-0.0,-0.0,0,0.15000000000000013
2,Ralph,J.Hekker,LA,0,0.0,0.0,0.1,1,0.0,0.0,1,0.75,0.0,0.0,0.05,0.25,0.4,-0.0,3,0.0,-0.0,-0.0,0,6.55
2,Free Agent,T.Way,WAS,0,0.0,0.0,0.0,2,0.75,0.0,2,1.5,0.0,0.0,0.6000000000000001,0.30000000000000004,0.5,-0.25,0,0.0,-0.0,-0.0,0,7.399999999999999
2,Free Agent,B.Pinion,SF,0,0.0,0.5,0.1,1,0.0,0.0,4,0.75,0.5,0.0,-0.1142857142857146,0.9,0.30000000000000004,-0.0,0,0.0,-0.0,-0.0,0,7.935714285714285
2,Bagley,J.Ryan,SEA,0,0.0,0.75,0.1,2,0.0,0.0,3,0.75,0.0,0.0,-0.08571428571428541,-0.4333333333333334,0.2,-0.25,0,0.0,-0.0,-0.0,0,6.030952380952381
2,Kane,M.Bosher,ATL,0,0.0,0.75,0.0,1,0.0,0.0,3,0.0,0.0,0.0,-0.375,0.0,0.5,-0.0,0,0.0,-0.0,-0.0,0,4.875
2,Free Agent,J.Vogel,GB,0,0.0,0.0,0.0,0,0.0,0.0,1,0.75,0.0,0.0,-0.5333333333333335,0.9,0.30000000000000004,-0.0,0,0.0,-0.0,-0.0,0,2.416666666666666
2,Free Agent,J.Locke,DET,0,0.0,0.75,0.0,1,0.0,0.0,3,0.75,0.0,0.0,-0.3200000000000003,0.45,0.30000000000000004,-0.0,0,0.0,-0.0,-0.0,0,5.93
2,Hardardt,B.Wing,NYG,0,0.0,0.25,0.1,2,0.75,0.0,0,0.0,0.0,0.0,0.2799999999999997,-2.466666666666667,0.2,-0.0,0,0.0,-0.0,-0.0,0,1.113333333333333
3,Free Agent,B.Pinion,SF,0,0.0,0.25,0.0,1,0.0,0.0,2,0.0,0.0,0.0,-0.35000000000000003,0.9,0.5,-0.25,0,0.0,-0.0,-0.0,0,4.05
3,Ralph,J.Hekker,LA,0,0.0,0.0,0.0,1,0.75,0.0,0,0.0,0.0,0.0,1.15,0.45,0.7000000000000001,-0.0,0,0.0,-0.0,-0.0,0,4.050000000000002
3,Free Agent,S.Koch,BAL,0,0.4,0.25,0.1,2,0.75,0.0,1,0.0,0.0,0.0,-0.05714285714285694,0.8,0.1,-0.0,0,0.4,-0.0,-0.0,0,5.342857142857143
3,Gillen,B.Nortman,JAX,0,0.0,0.5,0.1,2,0.75,0.0,1,0.75,0.0,0.0,0.5,0.0,0.8,-0.0,0,0.0,-0.0,-0.0,0,6.4
3,Free Agent,R.Dixon,DEN,0,0.4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.3333333333333336,-0.1,0.4,-0.0,0,0.4,-0.0,-0.0,0,0.3666666666666665
3,Zack,C.Schmidt,BUF,0,0.4,0.75,0.0,2,0.0,0.0,2,0.75,0.0,0.0,0.020000000000000285,-0.7000000000000001,0.6000000000000001,-0.0,0,0.4,-0.0,-0.0,0,5.82
3,Free Agent,T.Morstead,NO,0,0.0,0.25,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.5,0.30000000000000004,0.6000000000000001,-0.25,0,0.0,-0.0,-0.0,0,5.4
3,Fed,M.Palardy,CAR,0,0.4,0.25,0.0,1,0.0,0.0,0,0.0,0.0,0.0,-0.2,-0.30000000000000004,0.30000000000000004,-0.0,0,0.4,-0.0,-0.0,0,1.45
3,Pacillo,J.Berry,PIT,0,0.4,0.75,0.0,0,0.0,0.0,3,0.75,0.0,0.0,-0.4399999999999999,0.9,0.30000000000000004,-0.0,0,0.4,-0.0,-0.0,0,5.660000000000001
3,Free Agent,P.O'Donnell,CHI,0,0.0,0.5,0.1,2,0.75,0.0,2,0.0,0.0,0.0,-0.05,0.4,0.30000000000000004,-0.25,0,0.0,-0.0,-0.0,0,5.75
3,Free Agent,J.Locke,DET,0,0.0,0.5,0.0,1,0.0,0.0,1,0.75,0.0,0.0,0.2799999999999997,-1.0,0.5,-0.0,0,0.0,-0.0,-0.0,0,3.03
3,Kane,M.Bosher,ATL,0,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.05,-0.1,0.6000000000000001,-0.0,0,0.0,-0.0,-0.0,0,1.8
3,Bandit,R.Sanchez,IND,0,0.4,0.75,0.2,1,0.0,0.0,2,0.75,0.0,0.0,0.07142857142857154,0.9,0.5,-0.0,0,0.4,-0.0,-0.0,0,6.571428571428571
3,Taylor,B.Colquitt,CLE,0,0.0,0.5,0.1,4,0.0,0.0,3,0.75,0.5,0.0,0.457142857142857,0.3666666666666667,0.4,-0.0,0,0.0,-0.0,-0.0,0,10.073809523809524
3,Free Agent,R.Quigley,MIN,0,0.0,0.75,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.4666666666666665,0.0,0.6000000000000001,-0.0,0,0.0,-0.0,-0.0,0,1.8833333333333335
3,Free Agent,B.Anger,TB,0,0.0,0.75,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.425,0.0,0.30000000000000004,-0.0,0,0.0,-0.0,-0.0,0,0.625
3,O'Leary,S.Lechler,HOU,0,0.0,0.25,0.0,3,1.5,0.0,2,1.5,0.0,0.0,1.35,-1.75,0.6000000000000001,-0.0,0,0.0,-0.0,-0.0,0,8.45
3,Stearns,R.Allen,NE,0,0.4,0.25,0.0,3,0.75,0.0,3,0.0,0.0,0.0,0.03333333333333357,0.2333333333333333,0.4,-0.0,0,0.4,-0.0,-0.0,0,8.066666666666666
3,Levine,L.Edwards,NYJ,0,0.0,0.5,0.1,2,0.75,0.0,3,0.75,0.0,0.0,0.3600000000000001,0.25,0.4,-0.25,0,0.0,-0.0,-0.0,0,7.8599999999999985
3,Free Agent,M.Haack,MIA,0,0.4,0.25,0.0,2,0.75,0.0,1,0.0,0.0,0.0,0.2571428571428569,0.125,0.0,-0.25,0,0.4,-0.0,-0.5,0,4.0321428571428575
3,Free Agent,D.Jones,PHI,0,0.4,0.25,0.1,1,0.0,0.0,0,0.0,0.0,0.0,0.05,0.9,0.5,-0.25,0,0.4,-0.0,-0.0,0,2.95
3,Hardardt,B.Wing,NYG,0,0.4,0.25,0.1,1,0.0,0.0,1,0.0,0.0,0.0,-0.65,-0.0,0.4,-0.0,0,0.4,-0.0,-0.0,0,2.5
3,Free Agent,B.Kern,TEN,0,0.4,0.0,0.2,4,2.25,0.0,2,0.0,0.0,0.0,1.1833333333333336,-0.16666666666666666,0.7000000000000001,-0.0,0,0.4,-0.0,-0.0,0,10.566666666666666
3,Bagley,J.Ryan,SEA,0,0.4,0.0,0.1,3,0.75,0.0,0,0.0,0.0,0.0,0.35000000000000003,-0.11999999999999995,0.30000000000000004,-0.0,0,0.4,-0.0,-0.0,0,4.7799999999999985
3,Free Agent,K.Huber,CIN,0,0.0,0.25,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.4333333333333336,-0.5,0.30000000000000004,-0.25,0,0.0,-0.0,-0.0,0,3.2333333333333334
3,Free Agent,J.Vogel,GB,0,0.0,0.0,0.1,5,0.75,0.0,2,0.75,0.0,0.0,0.4333333333333336,0.28,0.5,-0.0,0,0.0,-0.0,-0.0,0,9.813333333333333
3,Julian,D.Colquitt,KC,0,0.0,0.5,0.0,2,0.75,0.0,3,0.0,0.0,0.0,0.4799999999999998,0.5,0.4,-0.0,0,0.0,-0.0,-0.0,0,7.63
3,Free Agent,D.Kaser,LAC,0,0.8,0.0,0.0,2,0.75,0.0,2,0.75,0.0,0.0,0.5,0.4,0.2,-0.0,0,0.8,-0.0,-0.0,0,7.4
3,Looney,M.King,OAK,0,0.0,0.5,0.1,5,1.5,0.0,4,0.75,0.0,0.0,0.7714285714285716,0.325,0.2,-0.0,0,0.0,-0.0,-0.0,0,13.14642857142857
3,Free Agent,T.Way,WAS,0,0.0,0.75,0.0,2,0.0,0.0,3,0.75,0.0,0.0,-0.07999999999999972,0.7000000000000001,0.5,-0.25,0,0.0,-0.0,-0.0,0,7.37
3,Free Agent,C.Jones,DAL,0,0.0,0.5,0.1,3,0.0,0.0,4,1.5,0.5,0.0,-0.05714285714285694,0.7000000000000001,0.4,-0.0,0,0.0,-0.0,-0.0,0,10.642857142857142
3,Free Agent,A.Lee,ARI,0,0.0,0.25,0.0,2,0.0,0.0,2,0.75,0.0,0.0,0.01666666666666643,-0.17500000000000002,0.30000000000000004,-0.25,0,0.0,-0.0,-0.0,0,4.891666666666667
4,Free Agent,J.Vogel,GB,0,0.0,0.0,0.2,2,0.75,0.0,1,0.0,0.0,0.0,0.2600000000000002,0.55,0.5,-0.0,0,0.0,-0.0,-0.0,0,5.26
4,Free Agent,P.O'Donnell,CHI,0,0.0,0.5,0.0,1,0.0,0.0,2,0.75,0.0,0.0,0.4,0.4,0.2,-0.25,0,0.0,-0.0,-0.0,0,5.000000000000001
4,Free Agent,M.Haack,MIA,0,0.0,0.5,0.0,0,0.0,0.0,2,0.0,0.0,0.0,-0.11666666666666645,0.033333333333333395,0.0,-0.0,0,0.0,-0.0,-0.0,0,2.416666666666667
4,Free Agent,T.Morstead,NO,0,0.0,0.0,0.1,1,0.0,0.0,0,0.0,0.0,0.0,0.2,0.45,0.4,-0.25,0,0.0,-0.0,-0.0,0,1.9
4,Kane,M.Bosher,ATL,0,0.0,0.75,0.0,0,0.0,0.0,3,0.75,0.0,0.0,-0.5,0.0,0.30000000000000004,-0.0,0,0.0,-0.0,-0.0,0,4.3
4,Zack,C.Schmidt,BUF,0,0.0,0.25,0.0,1,0.75,0.0,1,0.75,0.5,0.25,0.225,0.5,0.4,-0.0,0,0.0,-0.0,-0.0,0,5.625
4,Free Agent,S.Koch,BAL,0,0.0,0.25,0.0,1,0.0,0.0,2,0.75,0.5,0.0,-0.06000000000000015,0.15000000000000002,0.1,-0.25,0,0.0,-0.0,-0.0,0,4.44
4,Pacillo,J.Berry,PIT,0,0.0,0.25,0.1,0,0.0,0.0,1,0.0,0.0,0.0,-0.75,0.9,0.4,-0.25,0,0.0,-0.0,-0.0,0,1.65
4,Taylor,B.Colquitt,CLE,0,0.0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,0.0,0.4166666666666665,-0.31666666666666665,0.1,-0.25,0,0.0,-0.0,-0.0,0,3.9499999999999993
4,Free Agent,K.Huber,CIN,0,0.0,0.25,0.0,2,0.0,0.0,2,0.75,0.0,0.0,0.275,0.7666666666666667,0.5,-0.0,0,0.0,-0.0,-0.0,0,6.541666666666668
4,Ralph,J.Hekker,LA,0,0.0,0.0,0.0,1,0.75,0.0,2,0.0,0.0,0.0,0.9,0.9,0.9,-0.0,0,0.0,-0.0,-0.0,0,6.450000000000001
4,Free Agent,C.Jones,DAL,0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.2,0.2333333333333333,0.4,-0.0,0,0.0,-0.0,-0.0,0,2.833333333333333
4,Hardardt,B.Kern,TEN,0,0.0,0.25,0.1,2,0.0,0.0,1,0.0,0.0,0.0,0.4200000000000003,0.7666666666666667,0.2,-0.0,0,0.0,-0.0,-0.0,0,4.736666666666667
4,O'Leary,S.Lechler,HOU,0,0.0,0.0,0.0,2,1.5,0.0,1,0.75,0.0,0.0,1.6,0.6000000000000001,0.8,-0.25,0,0.0,-0.0,-0.0,0,8.0
4,Free Agent,J.Locke,DET,0,0.0,0.5,0.0,2,0.0,0.0,3,0.75,0.0,0.0,0.14285714285714307,0.5,0.2,-0.25,0,0.0,-0.0,-0.0,0,6.8428571428571425
4,Free Agent,R.Quigley,MIN,0,0.0,0.5,0.30000000000000004,1,0.0,0.0,2,0.75,0.0,0.0,-0.4799999999999998,0.0,0.1,-0.25,0,0.0,-0.0,-0.0,0,3.92
4,Stearns,R.Allen,NE,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.35000000000000003,0.6000000000000001,-0.0,0,0.0,-0.0,-0.0,0,0.2500000000000001
4,Fed,M.Palardy,CAR,0,0.0,0.25,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.5,-0.25,0,0.0,-0.0,-0.0,0,-0.5
4,Levine,L.Edwards,NYJ,0,0.4,0.75,0.1,1,0.75,0.5,3,0.75,0.0,0.0,-0.13333333333333358,0.9,0.5,-0.25,3,0.4,-0.0,-0.0,0,11.266666666666666
4,Gillen,B.Nortman,JAX,0,0.0,1.25,0.1,3,0.75,0.0,5,2.25,0.5,0.0,0.0125,0.2,0.30000000000000004,-0.25,0,0.0,-0.0,-0.0,0,13.1125
4,Free Agent,B.Pinion,SF,0,0.0,0.75,0.0,5,0.0,0.0,3,0.0,0.0,0.0,0.5142857142857146,0.6000000000000001,0.5,-0.0,0,0.0,-0.0,-0.0,0,10.364285714285714
4,Free Agent,A.Lee,ARI,0,0.0,0.25,0.1,4,1.5,0.0,2,0.0,0.0,0.0,0.3833333333333336,-0.125,0.4,-0.0,0,0.0,-0.0,-0.0,0,8.508333333333333
4,Free Agent,D.Kaser,LAC,0,0.4,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.275,0.4,0.4,-0.0,0,0.4,-0.0,-0.0,0,5.475000000000001
4,Free Agent,D.Jones,PHI,0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,0.0,0.0,0.25,0.75,0.6000000000000001,-0.0,0,0.0,-0.0,-0.0,0,4.6
4,Free Agent,B.Wing,NYG,0,0.4,0.0,0.1,1,0.0,0.0,0,0.0,0.0,0.0,-0.4,0.1,0.30000000000000004,-0.25,0,0.4,-0.0,-0.0,0,1.2500000000000002
4,Free Agent,B.Anger,TB,0,0.0,0.25,0.1,2,0.75,0.0,2,0.75,0.5,0.0,0.475,0.0,0.30000000000000004,-0.75,0,0.0,-0.0,-0.0,0,6.374999999999999
4,Free Agent,R.Dixon,DEN,0,0.0,0.25,0.1,2,0.0,0.0,3,1.5,0.5,0.25,0.01666666666666643,0.5,0.4,-0.25,0,0.0,-0.0,-0.0,0,8.266666666666667
4,Looney,M.King,OAK,0,0.0,0.0,0.2,3,0.0,0.0,2,0.75,0.0,0.0,0.6000000000000001,-0.05,0.2,-0.0,0,0.0,-0.0,-0.0,5,11.7
4,Bandit,R.Sanchez,IND,0,0.0,0.5,0.1,1,0.75,0.0,2,1.5,0.5,0.25,-0.3333333333333336,0.0,0.2,-0.0,0,0.0,-0.0,-0.0,0,6.466666666666666
4,Bagley,J.Ryan,SEA,0,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-1.0,0.0,0.4,-0.25,0,0.0,-0.0,-0.0,0,0.4
4,Julian,D.Colquitt,KC,0,0.4,0.25,0.1,0,0.0,0.0,1,0.0,0.0,0.0,-1.0,0.0,0.5,-0.25,0,0.4,-0.0,-0.0,0,1.0
4,Free Agent,T.Way,WAS,0,0.4,0.5,0.0,2,0.0,0.0,2,0.0,0.0,0.0,-0.275,0.9,0.4,-0.0,0,0.4,-0.0,-0.0,0,5.925000000000002
5,Free Agent,B.Anger,TB,0,0.0,0.25,0.1,3,0.0,0.0,3,0.75,0.5,0.0,0.01666666666666643,-0.8,0.2,-0.75,0,0.0,-0.0,-0.0,0,6.2666666666666675
5,Stearns,R.Allen,NE,0,0.0,0.0,0.0,3,0.0,0.0,1,0.75,0.5,0.0,0.2,-0.06666666666666661,0.5,-0.0,0,0.0,-0.0,-0.0,0,5.883333333333334
5,Free Agent,K.Huber,CIN,0,0.0,0.0,0.1,0,0.0,0.0,3,0.0,0.0,0.0,0.17500000000000002,-1.15,0.4,-0.0,0,0.0,-0.0,-0.0,0,2.525
5,Zack,C.Schmidt,BUF,0,0.8,0.25,0.0,2,0.0,0.0,3,0.0,0.0,0.0,0.0,0.8,0.4,-0.0,0,0.8,-0.0,-0.0,0,7.25
