Week,Owner,Punter,Team,Punts,Punt Yards,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Returns,Return Yards,Holds,Misses
10,Zack,A.Lee,ARI,5,230,0,1,1,0,3,0,0,2,2,0,0,2,18,2,0
10,Free Agent,C.Schmidt,BUF,6,272,0,0,1,0,2,0,0,1,0,0,0,5,19,2,0
10,Kane,P.O'Donnell,CHI,5,241,0,0,0,0,2,0,0,1,0,0,0,4,42,4,0
10,Free Agent,J.Vogel,GB,4,160,0,0,2,0,1,0,0,1,0,0,0,1,8,5,1
10,Free Agent,S.Martin,DET,4,176,0,1,1,0,0,0,0,1,0,0,0,2,11,5,0
10,Taylor,B.Colquitt,CLE,5,241,0,0,1,0,2,0,0,1,0,0,0,4,56,4,0
10,Bandit,R.Sanchez,IND,7,328,0,0,2,1,1,0,0,2,1,1,1,1,7,3,0
10,Pacillo,J.Berry,PIT,6,297,0,0,1,0,4,0,0,3,1,0,0,4,17,2,1
10,Free Agent,D.Kaser,LAC,10,485,0,2,1,0,5,3,0,2,0,0,0,7,30,3,0
10,Gillen,B.Nortman,JAX,9,431,0,2,1,0,5,3,0,3,1,0,0,3,10,2,0
10,Levine,L.Edwards,NYJ,7,354,0,0,1,0,5,0,0,2,0,0,0,3,48,2,0
10,Free Agent,B.Anger,TB,6,260,0,2,1,1,2,0,0,1,1,0,0,1,-2,3,0
10,Free Agent,K.Huber,CIN,7,351,0,0,2,1,4,1,0,3,1,1,1,3,17,2,1
10,Hardardt,B.Kern,TEN,6,339,0,2,0,0,5,2,1,1,0,0,0,4,46,4,1
10,Free Agent,T.Way,WAS,1,52,0,0,0,0,1,0,0,1,0,0,0,1,9,6,0
10,Free Agent,R.Quigley,MIN,2,79,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0
10,O'Leary,S.Lechler,HOU,6,281,0,1,1,0,3,0,0,4,2,2,0,3,32,1,1
10,Bagley,J.Hekker,LA,4,205,0,1,0,2,3,0,0,0,0,0,0,1,17,7,0
10,Free Agent,M.Bosher,ATL,2,85,0,0,0,0,0,0,0,0,0,0,0,1,11,5,0
10,Julian,C.Jones,DAL,4,171,0,1,1,0,1,0,0,2,1,1,0,0,0,1,1
10,Ralph,B.Pinion,SF,1,45,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0
10,Free Agent,B.Wing,NYG,3,124,0,0,0,1,0,0,0,0,0,0,0,2,23,3,1
10,Stearns,R.Allen,NE,1,46,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0
10,Free Agent,R.Dixon,DEN,2,95,1,0,2,0,0,0,0,1,1,0,0,0,0,4,0
10,Free Agent,M.Haack,MIA,4,167,0,0,1,0,0,0,0,3,0,0,0,2,10,3,0
10,Fed,M.Palardy,CAR,2,85,0,1,1,0,0,0,0,1,0,0,0,0,0,7,0
11,Pacillo,J.Berry,PIT,3,152,0,0,0,1,2,0,0,1,1,1,0,1,10,8,0
11,Hardardt,B.Kern,TEN,3,142,0,0,0,1,1,0,0,0,0,0,0,2,23,3,0
11,Free Agent,S.Martin,DET,4,172,0,0,1,1,1,0,0,3,1,1,0,2,12,4,0
11,Kane,P.O'Donnell,CHI,4,186,0,0,1,0,2,0,0,1,0,0,0,3,23,4,1
11,Taylor,B.Colquitt,CLE,8,376,0,1,1,1,4,1,0,2,0,0,0,4,38,1,0
11,Gillen,B.Nortman,JAX,9,354,0,1,1,4,1,0,0,2,0,0,0,3,9,3,1
11,Julian,S.Koch,BAL,7,290,0,1,2,2,2,0,0,5,3,0,0,1,9,5,0
11,Free Agent,J.Vogel,GB,5,202,0,0,4,0,0,0,0,1,0,0,0,1,28,0,0
11,Zack,A.Lee,ARI,6,279,0,0,1,0,2,1,0,6,4,1,1,3,9,3,0
11,O'Leary,S.Lechler,HOU,6,281,0,1,2,0,3,0,0,0,0,0,0,2,7,5,0
11,Free Agent,R.Quigley,MIN,3,137,0,0,1,0,1,0,0,1,0,0,0,2,12,4,2
11,Bagley,J.Hekker,LA,6,254,0,0,2,2,1,0,0,4,1,0,0,1,9,1,0
11,Free Agent,T.Morstead,NO,3,119,0,0,2,0,0,0,0,3,2,0,0,0,0,6,0
11,Free Agent,T.Way,WAS,5,248,0,1,2,0,3,1,0,1,0,0,0,2,38,5,0
11,Free Agent,D.Colquitt,KC,5,215,0,0,1,0,2,0,0,4,2,1,0,2,8,3,0
11,Free Agent,B.Wing,NYG,6,272,0,0,0,1,1,0,0,2,1,0,0,4,17,2,1
11,Free Agent,C.Schmidt,BUF,3,120,0,0,0,1,0,0,0,0,0,0,0,2,2,4,0
11,Ralph,D.Kaser,LAC,2,73,0,0,1,0,0,0,0,2,0,0,0,1,3,0,0
11,Free Agent,R.Dixon,DEN,5,222,0,0,3,0,0,0,0,4,2,1,1,1,4,3,0
11,Free Agent,K.Huber,CIN,7,318,1,1,2,0,2,0,0,2,0,0,0,3,13,2,1
11,Looney,M.King,OAK,3,137,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
11,Stearns,R.Allen,NE,2,95,0,0,1,1,1,0,0,2,0,0,0,0,0,7,0
11,Free Agent,D.Jones,PHI,6,275,0,1,1,0,1,1,0,1,0,0,0,3,0,1,1
11,Free Agent,C.Jones,DAL,5,234,0,0,4,0,2,1,0,3,1,0,0,0,0,3,0
11,Free Agent,B.Anger,TB,6,249,0,0,1,1,1,1,0,2,0,0,0,3,20,5,1
11,Free Agent,M.Haack,MIA,2,106,0,0,0,0,1,1,0,1,1,1,0,1,7,4,0
11,Free Agent,M.Bosher,ATL,3,116,0,0,2,0,0,0,0,1,0,0,0,1,0,5,0
11,Free Agent,J.Ryan,SEA,1,43,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1
12,Free Agent,S.Martin,DET,4,180,0,0,1,1,0,0,0,1,0,0,0,2,14,5,0
12,Free Agent,R.Quigley,MIN,4,171,0,0,2,0,1,0,0,2,1,0,0,2,30,4,0
12,Free Agent,C.Jones,DAL,5,208,0,0,2,2,2,1,0,4,2,0,0,0,0,0,0
12,Free Agent,B.Wing,NYG,9,371,0,0,2,0,1,0,0,1,1,0,0,4,20,1,0
12,Free Agent,T.Way,WAS,7,308,0,1,2,0,3,0,0,4,2,1,0,2,8,4,0
12,Free Agent,M.Bosher,ATL,2,104,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0
12,Free Agent,B.Anger,TB,3,160,0,0,1,0,2,0,0,0,0,0,0,2,26,4,0
12,Free Agent,Z.Gonzalez,CLE,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1
12,Taylor,B.Colquitt,CLE,2,92,0,0,0,0,0,0,0,0,0,0,0,2,30,4,1
12,Free Agent,K.Huber,CIN,2,71,0,0,1,0,0,0,0,1,0,0,0,1,13,6,0
12,Bandit,R.Sanchez,IND,5,235,0,0,1,0,2,0,0,1,1,1,0,2,7,4,0
12,Hardardt,B.Kern,TEN,3,139,0,0,1,0,2,0,0,1,0,0,0,1,0,4,0
12,Free Agent,C.Schmidt,BUF,7,288,0,0,2,2,0,0,0,4,1,0,0,2,0,4,1
12,Free Agent,D.Colquitt,KC,8,390,0,0,1,1,5,0,0,2,0,0,0,6,61,2,0
12,Free Agent,M.Haack,MIA,5,208,0,0,2,0,1,0,0,2,0,0,0,3,4,2,0
12,Stearns,R.Allen,NE,3,122,0,1,1,0,0,0,0,1,0,0,0,1,0,5,0
12,Fed,M.Palardy,CAR,6,284,0,0,0,1,3,1,0,2,0,0,0,4,7,3,1
12,Levine,L.Edwards,NYJ,7,318,0,0,2,0,3,1,0,2,0,0,0,5,95,5,0
12,Free Agent,D.Jones,PHI,2,87,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0
12,Kane,P.O'Donnell,CHI,6,251,0,0,1,1,1,0,0,1,1,0,0,1,17,1,1
12,Free Agent,T.Morstead,NO,7,371,0,0,2,3,5,2,0,2,0,0,0,2,59,4,0
12,Bagley,J.Hekker,LA,3,138,0,0,2,1,1,0,0,3,1,0,0,0,0,6,1
12,Free Agent,B.Pinion,SF,9,342,0,0,5,1,0,0,0,4,0,0,0,2,7,3,0
12,Free Agent,J.Ryan,SEA,6,287,0,2,1,1,3,1,1,2,0,0,0,2,17,4,1
12,Gillen,B.Nortman,JAX,8,396,0,1,2,1,5,1,0,1,0,0,0,4,53,3,0
12,Zack,A.Lee,ARI,6,274,0,1,2,1,2,0,0,4,2,1,0,1,14,5,0
12,Looney,M.King,OAK,6,261,0,0,4,0,2,0,0,4,4,1,0,1,8,3,1
12,Free Agent,R.Dixon,DEN,8,359,0,0,1,1,2,0,0,0,0,0,0,4,25,2,0
12,Pacillo,J.Berry,PIT,3,97,0,0,2,0,0,0,0,3,1,0,0,0,0,3,1
12,Free Agent,J.Vogel,GB,5,241,0,0,2,0,1,0,0,0,0,0,0,3,9,4,1
12,Julian,S.Koch,BAL,6,308,0,0,3,1,4,2,0,5,1,0,0,2,21,5,0
12,O'Leary,S.Lechler,HOU,4,174,0,0,2,1,1,0,0,1,1,0,0,0,0,4,0
13,Free Agent,C.Jones,DAL,5,211,0,0,2,0,0,0,0,1,1,1,1,1,4,5,0
13,Free Agent,T.Way,WAS,5,213,0,0,3,0,2,0,0,3,0,0,0,2,88,2,0
13,Free Agent,M.Bosher,ATL,4,197,0,0,3,0,2,0,0,2,1,0,0,1,10,3,1
13,Free Agent,R.Quigley,MIN,5,225,0,0,2,1,2,0,0,1,1,1,0,2,8,2,0
13,Free Agent,S.Martin,DET,6,275,0,0,2,0,2,0,0,1,1,0,0,3,28,2,2
13,Julian,S.Koch,BAL,5,209,0,0,2,1,1,0,0,2,1,1,0,2,14,7,0
13,Free Agent,C.Schmidt,BUF,4,195,0,1,0,1,2,0,0,1,0,0,0,2,11,1,0
13,Stearns,R.Allen,NE,3,105,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0
13,Kane,P.O'Donnell,CHI,5,199,0,0,1,0,0,0,0,3,1,0,0,3,21,1,0
13,Free Agent,B.Pinion,SF,2,72,0,0,0,0,0,0,0,0,0,0,0,2,68,5,0
13,Free Agent,B.Anger,TB,5,176,0,0,3,0,1,0,0,2,1,0,0,2,2,4,0
13,Free Agent,J.Vogel,GB,4,181,0,0,0,0,2,0,0,0,0,0,0,3,12,3,0
13,Bandit,R.Sanchez,IND,4,187,0,1,2,0,2,0,0,0,0,0,0,0,0,2,0
13,Gillen,B.Nortman,JAX,2,76,0,0,1,0,0,0,0,2,1,1,0,0,0,4,0
13,Free Agent,M.Haack,MIA,9,386,0,1,3,0,3,0,0,7,4,0,0,1,-3,4,0
13,Free Agent,R.Dixon,DEN,7,340,1,0,2,0,4,0,0,2,0,0,0,5,56,1,0
13,Free Agent,T.Morstead,NO,4,184,0,0,0,0,1,0,0,1,0,0,0,3,20,5,1
13,Fed,M.Palardy,CAR,5,215,0,0,2,0,1,0,0,2,0,0,0,2,5,3,0
13,Levine,L.Edwards,NYJ,2,73,0,0,0,1,0,0,0,1,0,0,0,1,24,6,0
13,Free Agent,D.Colquitt,KC,2,98,0,0,2,0,1,0,0,0,0,0,0,0,0,5,1
13,O'Leary,S.Lechler,HOU,3,139,0,0,0,1,1,0,0,1,0,0,0,2,41,3,2
13,Hardardt,B.Kern,TEN,4,199,0,0,1,0,3,0,0,2,0,0,0,3,29,4,1
13,Taylor,B.Colquitt,CLE,3,117,0,0,0,1,0,0,0,1,1,1,0,1,9,2,0
13,Ralph,D.Kaser,LAC,2,73,0,0,0,0,0,0,0,1,1,1,0,1,12,0,0
13,Zack,A.Lee,ARI,5,254,0,1,0,0,3,1,0,1,1,1,0,4,60,2,0
13,Bagley,J.Hekker,LA,4,207,0,0,1,1,2,1,1,0,0,0,0,2,12,5,1
13,Free Agent,B.Wing,NYG,7,339,0,0,2,0,2,1,0,2,1,1,1,4,23,3,0
13,Looney,M.King,OAK,4,200,0,1,0,0,3,1,0,2,1,1,0,2,10,4,0
13,Free Agent,D.Jones,PHI,3,123,0,0,1,0,0,0,0,3,1,1,0,1,2,2,0
13,Free Agent,J.Ryan,SEA,5,199,0,0,3,1,0,0,0,2,0,0,0,1,0,4,0
13,Pacillo,J.Berry,PIT,4,178,0,0,1,1,2,0,0,3,0,0,0,2,9,5,0
13,Free Agent,K.Huber,CIN,5,246,0,0,2,0,3,0,0,3,0,0,0,2,7,4,0
14,Free Agent,M.Bosher,ATL,2,83,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0
14,Free Agent,T.Morstead,NO,5,208,0,0,2,1,0,0,0,2,0,0,0,2,4,3,0
14,Bandit,R.Sanchez,IND,7,269,0,1,0,0,0,0,0,2,2,1,0,0,0,1,2
14,Free Agent,C.Schmidt,BUF,6,230,0,0,0,2,0,0,0,2,0,0,0,1,2,1,0
14,Fed,M.Palardy,CAR,6,260,0,0,1,0,2,0,0,2,0,0,0,5,54,5,0
14,Free Agent,R.Quigley,MIN,3,131,0,0,1,0,0,0,0,1,1,1,0,1,7,4,1
14,Free Agent,K.Huber,CIN,5,251,0,0,1,1,2,0,0,2,1,0,0,2,7,1,0
14,Kane,P.O'Donnell,CHI,3,142,0,0,0,0,1,0,0,2,0,0,0,2,12,5,1
14,Free Agent,J.Vogel,GB,4,191,0,1,1,0,2,0,0,1,0,0,0,2,5,3,0
14,Taylor,B.Colquitt,CLE,4,209,0,0,0,0,3,0,0,3,2,1,0,2,63,3,0
14,Free Agent,B.Pinion,SF,5,207,0,0,0,1,1,0,0,2,0,0,0,4,3,6,0
14,O'Leary,S.Lechler,HOU,6,314,0,2,2,0,3,1,0,1,0,0,0,2,15,2,2
14,Gillen,B.Nortman,JAX,5,194,0,0,0,1,0,0,0,1,1,0,0,3,5,6,0
14,Free Agent,J.Ryan,SEA,4,181,0,0,0,0,1,1,0,2,1,0,0,3,72,4,1
14,Looney,M.King,OAK,7,286,0,1,1,1,2,0,0,1,0,0,0,3,17,1,0
14,Free Agent,D.Colquitt,KC,3,103,0,0,2,0,1,0,0,2,0,0,0,0,0,6,0
14,Free Agent,S.Martin,DET,5,207,0,2,2,1,1,0,0,1,0,0,0,0,0,4,0
14,Free Agent,B.Anger,TB,3,148,0,0,0,1,1,0,0,0,0,0,0,2,16,3,0
14,Hardardt,B.Kern,TEN,6,313,0,0,0,2,5,0,0,2,0,0,0,4,33,1,1
14,Zack,A.Lee,ARI,6,270,0,0,0,2,2,0,0,2,1,0,0,4,14,4,1
14,Levine,L.Edwards,NYJ,8,365,0,0,2,1,1,0,0,0,0,0,0,5,62,0,0
14,Free Agent,R.Dixon,DEN,5,247,0,2,1,0,3,1,0,2,0,0,0,1,-1,5,1
14,Free Agent,T.Way,WAS,8,347,0,0,3,2,3,0,0,3,2,1,0,2,49,0,1
14,Ralph,D.Kaser,LAC,5,266,0,1,1,0,3,1,0,2,0,0,0,3,15,0,0
14,Bagley,J.Hekker,LA,5,282,0,1,0,1,5,1,0,3,1,0,0,3,11,4,0
14,Free Agent,D.Jones,PHI,3,142,1,0,1,0,1,1,0,1,0,0,0,1,-3,7,0
14,Free Agent,B.Wing,NYG,8,347,0,2,1,0,2,0,0,3,0,0,0,4,36,2,0
14,Free Agent,C.Jones,DAL,4,190,0,1,0,1,2,0,0,1,0,0,0,2,4,4,3
14,Julian,S.Koch,BAL,3,125,0,0,1,1,0,0,0,2,0,0,0,1,-2,6,0
14,Pacillo,J.Berry,PIT,3,141,0,0,2,0,0,0,0,0,0,0,0,1,0,7,0
14,Stearns,R.Allen,NE,7,334,0,0,3,0,3,0,0,3,0,0,0,2,9,4,0
14,Free Agent,M.Haack,MIA,7,315,0,0,1,0,2,0,0,2,1,0,0,5,37,5,0
15,Bandit,R.Sanchez,IND,4,164,0,0,3,0,0,0,0,2,0,0,0,1,0,3,0
15,Free Agent,R.Dixon,DEN,1,52,0,0,1,0,1,0,0,1,0,0,0,0,0,3,1
15,Free Agent,S.Martin,DET,4,182,0,1,0,1,2,1,0,2,2,0,0,1,2,4,0
15,Kane,P.O'Donnell,CHI,5,225,0,0,1,0,3,0,0,2,1,0,0,4,46,2,0
15,Ralph,D.Kaser,LAC,3,149,0,1,0,0,1,1,0,2,0,0,0,2,1,0,0
15,Free Agent,D.Colquitt,KC,3,129,0,0,1,1,1,0,0,2,1,0,0,1,6,6,1
15,Free Agent,M.Haack,MIA,4,187,0,1,0,0,1,0,0,1,1,0,0,1,2,4,0
15,Free Agent,C.Schmidt,BUF,5,205,0,0,0,2,2,0,0,3,2,1,1,2,33,4,0
15,Free Agent,J.Vogel,GB,2,82,0,0,0,0,1,0,0,2,1,0,0,1,5,4,0
15,Fed,M.Palardy,CAR,4,174,0,0,0,0,1,0,0,2,1,0,0,2,15,5,0
15,Taylor,B.Colquitt,CLE,5,216,0,0,2,1,1,0,0,0,0,0,0,1,0,2,0
15,Julian,S.Koch,BAL,5,215,0,0,1,0,2,0,0,4,3,3,0,1,11,4,0
15,O'Leary,S.Lechler,HOU,11,518,0,0,3,3,5,0,0,3,1,0,0,5,57,1,0
15,Gillen,B.Nortman,JAX,6,283,0,0,3,1,2,1,0,3,1,1,0,1,16,7,0
15,Free Agent,K.Huber,CIN,8,365,0,0,2,1,4,0,0,2,0,0,0,5,41,1,0
15,Free Agent,R.Quigley,MIN,5,217,0,0,2,0,1,0,0,3,2,1,0,2,12,5,0
15,Levine,L.Edwards,NYJ,7,316,0,0,0,1,3,0,0,2,1,0,0,5,36,3,0
15,Free Agent,T.Morstead,NO,4,187,0,0,2,1,1,0,0,1,1,0,0,1,0,5,0
15,Free Agent,D.Jones,PHI,4,187,0,1,0,0,0,0,0,1,0,0,0,1,7,6,0
15,Free Agent,B.Wing,NYG,2,74,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0
15,Free Agent,T.Way,WAS,6,319,0,1,0,0,5,0,0,2,0,0,0,5,43,4,0
15,Zack,A.Lee,ARI,5,251,0,0,1,0,2,1,0,2,1,0,0,2,18,5,0
15,Free Agent,J.Ryan,SEA,9,427,0,1,1,0,4,1,0,0,0,0,0,7,128,1,0
15,Bagley,J.Hekker,LA,5,213,0,0,1,0,0,0,0,2,1,0,0,2,18,6,1
15,Pacillo,J.Berry,PIT,4,171,0,0,2,1,1,1,0,1,0,0,0,1,11,4,0
15,Stearns,R.Allen,NE,2,96,0,0,0,0,1,0,0,1,1,1,0,1,2,3,1
15,Free Agent,B.Pinion,SF,1,43,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0
15,Hardardt,B.Kern,TEN,2,111,0,0,0,0,2,0,0,1,0,0,0,1,12,5,0
15,Looney,M.King,OAK,4,182,0,0,1,0,2,0,0,1,0,0,0,2,15,3,1
15,Free Agent,C.Jones,DAL,2,86,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0
15,Free Agent,M.Bosher,ATL,4,161,0,0,1,1,1,0,0,2,0,0,0,2,30,4,0
15,Free Agent,B.Anger,TB,4,191,0,1,1,0,3,0,0,2,0,0,0,2,17,3,1
16,Bandit,R.Sanchez,IND,2,74,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1
16,Julian,S.Koch,BAL,2,71,1,0,0,1,0,0,0,0,0,0,0,1,8,5,0
16,Free Agent,J.Vogel,GB,6,231,0,0,2,3,1,0,0,1,0,0,0,1,11,0,0
16,Free Agent,R.Quigley,MIN,7,277,0,0,3,0,1,0,0,2,1,0,0,3,29,4,0
16,Fed,M.Palardy,CAR,3,119,0,0,2,0,0,0,0,2,1,0,0,0,0,4,0
16,Free Agent,B.Anger,TB,1,50,0,0,0,0,1,0,0,0,0,0,0,1,3,5,1
16,Taylor,B.Colquitt,CLE,7,334,0,1,1,0,3,0,0,3,1,0,0,3,27,1,0
16,Kane,P.O'Donnell,CHI,8,361,0,1,1,2,3,1,0,1,1,1,1,4,27,2,0
16,Free Agent,S.Martin,DET,5,202,0,1,2,0,1,1,0,2,0,0,0,1,3,3,1
16,Free Agent,K.Huber,CIN,4,152,0,0,4,0,0,0,0,1,0,0,0,0,0,6,0
16,Free Agent,D.Colquitt,KC,1,49,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1
16,Free Agent,M.Haack,MIA,2,59,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1
16,Stearns,R.Allen,NE,1,44,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0
16,Free Agent,C.Schmidt,BUF,3,144,0,0,1,0,1,0,0,1,0,0,0,2,19,3,1
16,Free Agent,M.Bosher,ATL,5,234,0,0,1,0,2,0,0,1,0,0,0,4,43,3,0
16,Free Agent,T.Morstead,NO,6,268,0,0,2,0,1,0,0,1,0,0,0,3,29,5,0
16,Levine,L.Edwards,NYJ,9,421,0,0,4,1,3,0,0,5,2,1,1,3,29,1,0
16,Ralph,D.Kaser,LAC,9,416,0,0,0,0,4,1,0,2,1,0,0,7,30,0,0
16,Bagley,J.Hekker,LA,4,200,0,1,0,1,2,0,0,1,0,0,0,2,12,3,2
16,Hardardt,B.Kern,TEN,4,145,0,0,1,2,1,1,0,2,1,0,0,1,3,4,1
16,Free Agent,R.Dixon,DEN,5,221,0,0,1,2,1,0,0,2,1,1,0,1,3,1,0
16,Free Agent,T.Way,WAS,5,247,0,0,1,1,2,1,0,1,0,0,0,3,18,5,0
16,Free Agent,B.McManus,DEN,1,26,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
16,Free Agent,B.Pinion,SF,3,131,0,0,2,0,0,0,0,2,0,0,0,0,0,6,0
16,Gillen,B.Nortman,JAX,4,156,0,1,1,0,0,0,0,1,0,0,0,2,16,3,1
16,Free Agent,B.Wing,NYG,6,263,0,1,4,0,0,0,0,2,1,0,0,1,9,0,1
16,Zack,A.Lee,ARI,7,329,0,1,3,0,2,1,0,2,0,0,0,3,19,2,1
16,Free Agent,C.Jones,DAL,2,100,0,0,0,0,2,0,0,1,1,1,1,3,18,4,2
16,Free Agent,J.Ryan,SEA,7,323,0,0,0,1,2,0,0,1,1,0,0,5,32,2,0
16,O'Leary,S.Lechler,HOU,7,342,0,0,2,0,3,1,0,2,1,0,0,5,82,0,0
16,Pacillo,J.Berry,PIT,3,143,0,0,2,0,1,0,0,1,0,0,0,1,7,6,0
16,Free Agent,D.Jones,PHI,8,334,0,0,3,1,1,0,0,1,0,0,0,2,20,3,1
16,Looney,M.King,OAK,5,207,0,0,0,0,1,0,0,1,0,0,0,3,18,2,1
17,Free Agent,M.Bosher,ATL,5,233,0,0,3,0,2,0,0,2,0,0,0,2,15,6,0
17,Fed,M.Palardy,CAR,7,329,0,0,3,0,3,1,0,0,0,0,0,4,18,2,0
17,Julian,S.Koch,BAL,8,333,0,0,3,1,1,0,0,3,0,0,0,4,25,5,0
17,Free Agent,K.Huber,CIN,8,342,0,0,1,1,2,0,0,0,0,0,0,6,42,4,0
17,Free Agent,S.Martin,DET,6,266,0,1,2,0,3,0,0,1,0,0,0,3,46,5,0
17,Free Agent,J.Vogel,GB,6,269,0,1,1,1,2,0,0,1,0,0,0,3,31,1,0
17,Bandit,R.Sanchez,IND,5,235,0,0,2,2,1,0,0,3,1,0,0,1,-3,4,0
17,O'Leary,S.Lechler,HOU,4,201,0,0,1,0,3,0,0,2,0,0,0,3,53,3,0
17,Free Agent,M.Haack,MIA,4,186,0,0,1,1,1,0,0,1,0,0,0,2,14,2,0
17,Free Agent,C.Schmidt,BUF,4,186,0,1,0,0,1,0,0,1,1,1,0,2,12,4,0
17,Kane,P.O'Donnell,CHI,7,363,0,0,0,0,6,0,0,0,0,0,0,7,51,1,0
17,Free Agent,R.Quigley,MIN,8,358,0,0,3,0,2,0,0,5,4,1,0,2,72,3,1
17,Levine,L.Edwards,NYJ,7,324,0,1,2,0,2,0,0,2,0,0,0,4,24,2,1
17,Stearns,R.Allen,NE,8,338,0,0,2,1,2,0,0,5,3,3,0,2,4,4,0
17,Free Agent,T.Way,WAS,9,426,0,0,3,0,5,0,0,4,2,1,0,5,31,2,1
17,Free Agent,B.Wing,NYG,9,363,0,1,2,0,2,0,0,1,1,0,0,3,46,2,0
17,Free Agent,D.Jones,PHI,7,299,0,0,2,2,2,0,0,3,2,2,1,1,12,0,0
17,Free Agent,C.Jones,DAL,8,356,0,2,0,0,4,0,0,4,1,0,0,5,23,0,2
17,Taylor,B.Colquitt,CLE,5,205,0,0,0,1,1,0,0,1,1,0,0,2,11,4,0
17,Pacillo,J.Berry,PIT,4,144,0,0,3,0,0,0,0,2,0,0,0,1,-2,4,0
17,Free Agent,B.Anger,TB,2,100,0,0,1,0,1,0,0,2,1,0,0,1,-7,2,1
17,Free Agent,T.Morstead,NO,4,185,0,0,2,0,0,0,0,3,1,0,0,0,0,4,0
17,Gillen,B.Nortman,JAX,8,336,0,2,2,0,1,0,0,2,0,0,0,4,19,1,0
17,Hardardt,B.Kern,TEN,9,383,0,0,1,2,3,2,1,4,0,0,0,5,13,3,0
17,Free Agent,R.Dixon,DEN,4,157,0,0,1,0,0,0,0,2,2,0,0,2,-3,3,0
17,Free Agent,D.Colquitt,KC,5,256,0,1,2,0,3,1,1,1,1,1,0,1,6,4,0
17,Looney,M.King,OAK,3,136,0,0,2,1,1,0,0,1,1,1,1,0,0,2,0
17,Ralph,D.Kaser,LAC,2,63,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0
17,Free Agent,B.Pinion,SF,2,87,0,0,0,0,1,0,0,0,0,0,0,2,6,6,0
17,Bagley,J.Hekker,LA,7,341,0,0,1,3,2,0,0,2,1,1,0,3,32,3,0
17,Free Agent,J.Ryan,SEA,8,348,0,1,2,2,3,1,0,2,0,0,0,3,27,4,1
17,Zack,A.Lee,ARI,6,319,0,2,0,0,4,2,0,0,0,0,0,4,39,6,0
