Week,Punter,Team,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Punt Avg,Return Avg,Holds,Misses,First Downs,Touchdowns,Fumbles,Interceptions,Conduct,Total Points
2,M.Palardy,CAR,0,0.0,0.25,0.0,3,0.0,0.0,2,1.5,0.5,0.0,0.5600000000000002,0.2,0.4,-0.0,0,0,-0.0,-0.0,0,8.41
2,A.Lee,ARI,0,0.0,0.25,0.0,4,0.0,0.0,1,0.75,0.0,0.0,0.8399999999999999,-0.6000000000000001,0.30000000000000004,-0.0,0,0,-0.0,-0.0,0,6.54
2,S.Koch,BAL,0,0.0,0.5,0.0,0,0.0,0.0,2,0.75,0.0,0.0,-0.2,0.9,0.5,-0.0,0,0,-0.0,-0.0,0,4.449999999999999
2,M.Wishnowsky,SF,0,0.0,0.0,0.1,0,0.0,0.0,1,0.75,0.5,0.0,-0.75,0,0.7000000000000001,-0.25,0,0,-0.0,-0.0,0,2.0500000000000003
2,K.Huber,CIN,0,0.0,0.5,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.020000000000000285,0.7000000000000001,0.30000000000000004,-0.25,0,0,-0.0,-0.0,0,3.2700000000000005
2,S.Martin,DET,0,0.0,0.25,0.1,0,0.0,0.0,2,0.75,0.5,0.0,-0.1,0.9,0.1,-0.5,0,0,-0.0,-0.0,0,4.0
2,T.Long,LAC,0,0.0,0.0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.55,0.47500000000000003,0.2,-0.5,0,0,-0.0,-0.0,0,3.7249999999999996
2,B.Colquitt,MIN,0,0.0,0.75,0.0,1,0.0,0.0,1,0.75,0.5,0.25,-0.1,0.9,0.2,-0.25,0,0,-0.0,-0.0,0,5.000000000000001
2,J.Scott,GB,0,0.4,0.5,0.2,2,0.0,0.0,1,0.0,0.0,0.0,0.2625,0.06666666666666661,0.30000000000000004,-0.0,0,0,-0.0,-0.0,0,4.729166666666666
2,L.Cooke,JAX,0,0.0,0.25,0.30000000000000004,1,0.0,0.0,4,1.5,0.5,0.25,0.30000000000000004,0.4,0.2,-0.0,0,0,-0.0,-0.0,0,8.7
2,T.Daniel,HOU,0,0.0,0.75,0.0,1,0.0,0.0,1,0.0,0.0,0.0,-0.1142857142857146,0.675,0.30000000000000004,-0.0,0,0,-0.0,-0.0,0,3.610714285714285
2,M.Haack,MIA,0,0.0,0.75,0.1,2,0.0,0.0,2,0.0,0.0,0.0,-0.24285714285714308,0.6000000000000001,0.0,-0.0,0,0,-0.0,-0.0,0,5.207142857142857
2,J.Bailey,NE,0,0.0,0.0,0.0,2,0.0,0.0,3,0.75,0.0,0.0,0.30000000000000004,0.65,0.5,-0.75,0,0,-0.0,-0.0,0,6.45
2,C.Bojorquez,BUF,0,0.0,0.0,0.4,3,0.75,0.0,1,0.0,0.0,0.0,0.14285714285714307,-1.6,0.4,-0.0,0,0,-0.0,-0.0,0,4.092857142857143
2,R.Dixon,NYG,0,0.0,0.25,0.1,2,0.0,0.0,2,0.75,0.5,0.0,0.33999999999999986,0.6000000000000001,0.2,-0.25,0,0,-0.0,-0.0,0,6.489999999999999
2,J.Berry,PIT,0,0.0,0.5,0.0,1,0.0,0.0,2,0.0,0.0,0.0,-0.020000000000000285,0.4,0.4,-0.0,0,0,-0.0,-0.0,0,4.279999999999999
2,M.Dickson,SEA,0,0.4,0.0,0.1,2,0.0,0.0,2,0.0,0.0,0.0,0.625,0.30000000000000004,0.4,-0.25,0,0,-0.0,-0.0,0,5.575
2,R.Sanchez,IND,0,0.4,0.0,0.2,3,0.75,0.0,1,0.0,0.0,0.0,0.4600000000000002,-0.4,0.1,-0.5,0,0,-0.0,-0.0,0,5.009999999999999
2,B.Kern,TEN,0,0.0,0.25,0.1,2,0.75,0.0,2,0.0,0.0,0.0,0.30000000000000004,-0.15000000000000002,0.30000000000000004,-0.25,0,0,-0.0,-0.0,0,5.299999999999999
2,T.Way,WAS,0,0.0,0.25,0.1,3,0.0,0.0,4,0.75,0.0,0.0,0.45,0.7000000000000001,0.30000000000000004,-0.0,0,0,-0.0,-0.0,0,9.549999999999999
2,C.Jones,DAL,0,0.0,0.5,0.0,4,0.0,0.0,0,0.0,0.0,0.0,0.55,-0.18000000000000008,0.5,-0.0,0,0,-0.0,-0.0,0,5.37
2,D.Colquitt,KC,0,0.0,0.5,0.0,1,0.0,0.0,1,0.0,0.0,0.0,-0.5799999999999997,0.4,0.4,-0.0,0,0,-0.0,-0.0,0,2.72
2,A.Cole,OAK,0,0.0,0.0,0.0,2,0.75,0.0,2,0.0,0.0,0.0,-0.1,0.1,0.2,-0.0,0,0,-0.0,-0.0,0,4.95
2,P.O'Donnell,CHI,0,0.0,0.25,0.0,4,1.5,0.5,1,0.0,0.0,0.0,1.24,0.025,0.4,-0.0,0,0,-0.0,-0.0,0,8.915000000000001
2,C.Wadman,DEN,0,0.4,0.75,0.0,1,0.0,0.0,3,0.0,0.0,0.0,-0.5,0.2,0.2,-0.0,0,0,-0.0,-0.0,0,5.050000000000001
2,T.Morstead,NO,0,0.0,0.75,0.0,2,0.0,0.0,3,0.75,0.0,0.0,0.3799999999999997,-1.2000000000000002,0.30000000000000004,-0.0,0,0,-0.0,-0.0,0,5.9799999999999995
2,J.Hekker,LA,0,0.0,0.0,0.1,2,0.75,0.0,0,0.0,0.0,0.0,0.47500000000000003,-0.2333333333333334,0.5,-0.0,0,0,-0.0,-0.0,0,3.591666666666667
2,C.Johnston,PHI,0,0.0,0.0,0.0,3,0.0,0.0,3,0.75,0.5,0.25,0.7250000000000001,0.5,0.2,-0.0,0,0,-0.0,-0.0,0,8.924999999999999
2,M.Bosher,ATL,0,0.0,0.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.5666666666666664,0.1,0.4,-0.25,0,0,-0.0,-0.0,0,0.18333333333333357
