Week,Punter,Team,Punts,Punt Yards,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Returns,Return Yards,Holds,Misses,First Downs,TD,Fumbles,Int,Conduct
1,R.Sanchez,IND,6,302,0,0,0,3,3,0,0,2,0,0,0,3,15,1,2,0,0,0,0,0
1,J.Hekker,LA,5,218,0,0,0,1,0,0,0,5,2,0,0,3,0,6,0,0,0,0,0,0
1,J.Ryan,SEA,6,275,0,0,1,0,3,0,0,4,2,1,0,2,0,3,0,0,0,0,0,0
1,J.Vogel,GB,5,219,0,0,4,0,1,0,0,1,0,0,0,1,7,3,0,0,0,0,0,0
1,B.Pinion,SF,4,163,0,0,1,0,0,0,0,1,0,0,0,3,7,1,0,0,0,0,0,0
1,M.Palardy,CAR,3,155,0,0,1,1,2,0,0,1,0,0,0,1,9,5,0,0,0,0,0,0
1,C.Jones,DAL,4,139,0,0,3,0,1,0,0,4,2,0,0,2,16,5,0,0,0,0,0,0
1,B.Wing,NYG,6,269,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,T.Morstead,NO,3,171,0,0,0,0,2,1,0,1,1,0,0,2,11,5,0,0,0,0,0,0
1,R.Quigley,MIN,2,87,0,0,1,0,1,0,0,1,0,0,0,1,0,5,1,0,0,0,0,0
1,R.Dixon,DEN,3,144,0,0,2,0,2,0,0,2,0,0,0,1,-3,4,1,0,0,0,0,0
1,D.Kaser,LAC,5,230,0,0,0,1,2,1,0,2,0,0,0,3,48,3,0,0,0,0,0,0
2,S.Lechler,HOU,9,440,0,0,3,0,6,0,0,2,0,0,0,6,98,3,0,0,0,0,0,0
2,K.Huber,CIN,7,334,0,0,2,1,3,1,0,6,1,1,0,3,15,3,0,0,0,0,0,0
2,B.Colquitt,CLE,4,209,0,0,1,0,2,1,0,0,0,0,0,3,19,2,0,0,0,0,0,0
2,S.Koch,BAL,5,235,0,1,1,1,2,1,0,4,1,0,0,1,0,4,1,0,0,0,0,0
2,C.Schmidt,BUF,6,297,0,0,1,0,3,0,0,2,0,0,0,5,30,1,0,0,0,0,0,0
2,M.Palardy,CAR,6,249,0,0,1,2,1,0,0,2,1,1,0,2,2,3,0,0,0,0,0,0
2,R.Sanchez,IND,7,303,0,0,4,2,1,0,0,3,0,0,0,1,6,3,0,0,0,0,0,0
2,A.Lee,ARI,5,232,0,0,0,0,1,0,0,1,0,0,0,4,23,4,1,0,0,0,0,0
2,B.Kern,TEN,3,125,0,0,0,2,0,0,0,0,0,0,0,1,4,7,0,0,0,0,0,0
2,B.Nortman,JAX,5,246,0,0,2,1,3,0,0,1,0,0,0,2,55,2,0,0,0,0,0,0
2,D.Colquitt,KC,5,227,0,2,2,0,2,1,0,2,1,0,0,1,10,5,0,0,0,0,0,0
2,D.Jones,PHI,4,169,0,1,1,1,0,0,0,1,0,0,0,1,8,4,1,0,0,0,0,0
2,T.Morstead,NO,3,121,0,0,2,0,1,0,0,2,0,0,0,1,0,4,1,0,0,0,0,0
2,R.Allen,NE,3,111,0,0,0,1,1,0,0,1,1,0,0,1,16,6,1,0,0,0,0,0
2,J.Berry,PIT,5,193,0,0,2,1,0,0,0,2,2,1,1,1,12,6,0,0,0,0,0,0
2,R.Quigley,MIN,6,264,0,0,3,1,2,0,0,3,0,0,0,2,-1,1,1,0,0,0,0,0
2,B.Anger,TB,3,146,0,0,1,0,2,0,0,1,0,0,0,2,10,5,0,0,0,0,0,0
