Week,Owner,Punter,Team,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Punt Avg,Return Avg,Holds,Misses,Total Points
6,Free Agent,M.Haack,MIA,0,0.4,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.5,0,0.4,-0.0,1.5499999999999998
6,Julian,S.Koch,BAL,0,0.0,0.0,0.0,5,1.5,0.0,2,1.5,0.0,0.0,1.0,-0.17500000000000002,0.4,-0.0,11.225
6,Free Agent,P.O'Donnell,CHI,0,0.0,0.5,0.3,3,0.75,0.0,3,0.75,0.0,0.0,0.16666666666666644,-1.74,0.4,-0.0,7.126666666666667
6,Taylor,B.Colquitt,CLE,0,0.0,0.25,0.0,5,0.75,0.0,3,1.5,1.0,0.0,0.6142857142857147,-0.525,0.2,-0.0,11.789285714285713
6,O'Leary,S.Lechler,HOU,0,0.0,0.0,0.0,4,0.0,0.0,2,0.75,0.5,0.0,0.5,0.18333333333333332,0.30000000000000004,-0.0,8.233333333333334
6,Free Agent,J.Vogel,GB,0,0.0,1.0,0.15,2,0.0,0.0,4,0.0,0.0,0.0,-0.11666666666666643,1.4000000000000001,0.2,-0.0,8.633333333333333
6,Free Agent,R.Quigley,MIN,0,0.0,0.5,0.15,1,0.0,0.0,3,0.75,0.5,0.0,-0.625,0.1,0.5,-0.0,5.875
6,Free Agent,J.Locke,DET,0,0.0,0.5,0.15,0,0.0,0.0,3,0.75,0.0,0.0,0.36000000000000015,0.6000000000000001,0.4,-0.5,5.260000000000002
6,Free Agent,T.Morstead,NO,0,0.4,0.0,0.15,3,0.75,0.0,3,0.75,0.5,0.0,0.4142857142857146,-1.75,0.5,-0.0,7.714285714285715
6,Stearns,R.Allen,NE,0,0.0,0.25,0.0,0,0.0,0.0,1,0.75,0.5,0.0,-0.5,1.0,0.4,-0.5,2.9
6,Levine,L.Edwards,NYJ,0,0.0,0.0,0.0,1,0.0,0.0,1,0.75,0.0,0.0,0.17500000000000002,0.2333333333333333,0.30000000000000004,-0.0,3.458333333333333
6,Free Agent,B.Pinion,SF,0,0.0,1.0,0.0,0,0.0,0.0,4,0.0,0.0,0.0,-0.26666666666666644,0.30000000000000004,0.4,-0.5,4.933333333333334
6,Free Agent,T.Way,WAS,0,0.4,0.5,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.025,-3.0,0.4,-0.5,-0.17500000000000016
6,Free Agent,B.Anger,TB,0,0.0,0.75,0.0,0,0.0,0.0,3,1.5,0.0,0.0,-0.65,0.9,0.1,-0.0,5.6
6,Zack,A.Lee,ARI,0,0.0,0.0,0.0,1,0.0,0.0,1,0.75,0.5,0.25,0.15000000000000002,-0.1,0.6000000000000001,-0.0,4.15
6,Ralph,J.Hekker,LA,0,0.4,0.75,0.0,3,0.75,0.0,4,0.0,0.0,0.0,0.1,0.9,0.4,-0.0,10.3
6,Gillen,B.Nortman,JAX,-2,0.0,0.25,0.44999999999999996,2,0.0,0.0,2,0.0,0.0,0.0,-0.5857142857142854,0.3333333333333333,0.30000000000000004,-1.0,1.7476190476190485
6,Pacillo,J.Berry,PIT,0,0.4,0.0,0.15,1,0.75,0.0,2,0.0,0.0,0.0,-0.36000000000000015,-0.4,0.30000000000000004,-0.0,3.84
6,Free Agent,D.Colquitt,KC,0,0.0,0.25,0.0,2,0.0,0.0,3,0.75,0.5,0.25,0.25,0.9,0.30000000000000004,-0.0,8.200000000000001
6,Free Agent,D.Kaser,LAC,0,0.4,0.0,0.0,4,0.75,0.0,0,0.0,0.0,0.0,1.075,0.30000000000000004,0.30000000000000004,-0.5,6.325
6,Looney,M.King,OAK,0,0.0,0.25,0.0,4,0.0,0.0,4,1.5,0.0,0.0,1.1500000000000001,0.6000000000000001,0.2,-0.5,11.2
6,Free Agent,R.Dixon,DEN,0,0.0,0.5,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.6000000000000001,-1.1,0.2,-0.5,1.7000000000000002
6,Free Agent,B.Wing,NYG,0,0.0,0.25,0.0,2,0.75,0.0,2,0.0,0.0,0.0,0.4833333333333336,0.325,0.4,-0.0,6.208333333333334
6,Bandit,R.Sanchez,IND,0,0.0,0.0,0.15,2,0.0,0.0,0,0.0,0.0,0.0,0.8333333333333336,0.15000000000000002,0.4,-0.0,3.533333333333333
6,Hardardt,B.Kern,TEN,0,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.1,0,0.8,-0.0,1.95
7,Free Agent,D.Colquitt,KC,0,0.0,0.25,0.15,2,0.0,0.0,3,0.0,0.0,0.0,0.06666666666666643,0.9,0.6000000000000001,-0.0,6.966666666666667
7,Looney,M.King,OAK,0,0.0,0.0,0.0,2,0.0,0.0,1,0.75,0.5,0.25,0.3666666666666665,0.25,0.5,-0.5,5.116666666666666
7,Free Agent,B.Anger,TB,0,0.8,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.65,0,0.5,-0.0,0.65
7,Free Agent,C.Schmidt,BUF,0,0.0,0.25,0.0,1,0.0,0.0,1,0.75,0.0,0.0,0.55,0.9,0.6000000000000001,-0.5,4.550000000000001
7,Fed,M.Palardy,CAR,0,0.4,0.25,0.0,4,0.0,0.0,1,0.0,0.0,0.0,0.7600000000000002,0.30000000000000004,0.1,-0.0,6.81
7,Free Agent,P.O'Donnell,CHI,0,0.0,0.5,0.0,3,1.5,0.0,1,0.0,0.0,0.0,0.43333333333333357,0.3333333333333333,0.1,-0.0,6.866666666666666
7,Taylor,B.Colquitt,CLE,0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,-0.05,0.2333333333333333,0.30000000000000004,-0.0,2.4833333333333334
7,Hardardt,B.Kern,TEN,0,0.4,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0.0,0.7000000000000001,0.46666666666666673,0.4,-0.5,6.466666666666668
7,Free Agent,J.Vogel,GB,0,0.0,0.5,0.0,2,0.75,0.0,1,0.0,0.0,0.0,0.2600000000000002,0.2,0.30000000000000004,-0.5,4.51
7,Free Agent,T.Morstead,NO,0,0.0,0.25,0.0,0,0.0,0.0,2,0.75,0.0,0.0,-0.6000000000000001,0,0.4,-0.0,2.8
7,Bandit,R.Sanchez,IND,0,0.0,1.5,0.0,1,0.0,0.0,4,1.5,0.0,0.0,-0.01428571428571459,0,0.0,-0.0,7.985714285714286
7,Gillen,B.Nortman,JAX,0,0.0,0.25,0.0,1,0.75,0.0,1,0.0,0.0,0.0,0.8500000000000001,0.9,0.5,-0.0,5.25
7,Zack,A.Lee,ARI,0,0.8,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,-0.11666666666666643,-0.1,0.0,-0.5,2.0833333333333335
7,Ralph,J.Hekker,LA,0,0.0,0.0,0.15,2,0.75,0.0,2,0.0,0.0,0.0,1.4500000000000002,-0.0,0.7000000000000001,-0.0,7.050000000000001
7,Levine,L.Edwards,NYJ,0,0.0,0.5,0.0,2,0.75,0.0,2,0.75,0.0,0.0,0.08571428571428541,0.07500000000000001,0.4,-0.0,6.560714285714286
7,Free Agent,M.Haack,MIA,0,0.0,0.25,0.0,2,0.0,0.0,2,0.0,0.0,0.0,-0.05,0.30000000000000004,0.5,-0.0,5.0
7,Julian,S.Koch,BAL,0,0.0,0.0,0.44999999999999996,3,0.75,0.0,1,0.0,0.0,0.0,0.31666666666666643,-1.866666666666667,0.4,-0.0,4.05
7,Free Agent,R.Quigley,MIN,0,0.0,0.25,0.15,0,0.0,0.0,0,0.0,0.0,0.0,0.1,0,0.6000000000000001,-0.5,0.6000000000000001
7,Free Agent,K.Huber,CIN,0,0.0,0.5,0.0,4,0.0,0.0,2,0.75,0.5,0.0,0.5,0.2,0.2,-0.0,8.649999999999999
7,Pacillo,J.Berry,PIT,0,0.0,0.25,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.7000000000000001,-0.0,0.9500000000000001
7,Free Agent,B.Pinion,SF,0,0.0,0.25,0.3,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.9,0.2,-0.0,3.65
7,Free Agent,C.Jones,DAL,0,0.0,0.25,0.15,3,0.0,0.0,1,0.0,0.0,0.0,0.2333333333333336,0.1,0.4,-0.5,4.633333333333334
7,Free Agent,R.Dixon,DEN,0,0.0,1.25,0.0,0,0.0,0.0,2,0.0,0.0,0.0,-0.1375,-2.033333333333333,0.0,-0.0,1.0791666666666666
7,Free Agent,D.Kaser,LAC,0,0.0,0.25,0.15,5,2.25,0.0,3,1.5,0.5,0.25,0.6625000000000001,-0.2,0.2,-0.0,13.5625
7,Bagley,J.Ryan,SEA,0,0.0,0.5,0.15,0,0.0,0.0,5,0.0,0.0,0.0,-0.7000000000000001,0.9,0.4,-0.0,6.250000000000001
7,Free Agent,B.Wing,NYG,0,0.0,0.25,0.0,3,0.0,0.0,1,0.0,0.0,0.0,-0.15714285714285695,0.025,0.1,-0.5,3.7178571428571434
7,Kane,M.Bosher,ATL,0,0.0,0.25,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.30000000000000004,1.0,0.1,-0.5,0.55
7,Stearns,R.Allen,NE,0,0.4,0.25,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.5,0,0.5,-0.0,2.65
7,Free Agent,T.Way,WAS,0,0.4,0.5,0.0,1,0.75,0.0,2,0.0,0.0,0.0,0.27999999999999975,-0.2,0.4,-0.0,5.13
7,Free Agent,D.Jones,PHI,0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.6000000000000001,0.1,0.6000000000000001,-0.5,3.8000000000000007
8,Free Agent,M.Haack,MIA,0,0.0,1.0,0.15,1,0.0,0.0,0,0.0,0.0,0.0,-0.4,0.6000000000000001,0.0,-0.5,1.85
8,Julian,S.Koch,BAL,0,0.0,0.0,0.3,1,0.0,0.0,4,1.5,0.0,0.0,0.0,0.65,0.5,-0.0,7.95
8,Free Agent,R.Quigley,MIN,0,0.0,0.75,0.0,0,0.0,0.0,2,0.75,0.0,0.0,-0.8166666666666664,0.35000000000000003,0.5,-0.0,3.5333333333333337
8,Taylor,B.Colquitt,CLE,0,0.0,1.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.2,-1.0,6.500000000000001
8,Free Agent,C.Schmidt,BUF,0,0.0,0.25,0.15,2,0.0,0.0,4,0.75,0.5,0.25,0.020000000000000285,0.35000000000000003,0.5,-0.0,8.770000000000001
8,Looney,M.King,OAK,0,0.0,0.0,0.15,1,0.0,0.0,1,0.75,0.0,0.0,-0.675,0.05,0.2,-0.0,2.4749999999999996
8,Bandit,R.Sanchez,IND,-2,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.07500000000000001,-0.06666666666666661,0.5,-0.0,-0.4916666666666667
8,Free Agent,K.Huber,CIN,0,0.8,0.0,0.0,2,0.75,0.0,0,0.0,0.0,0.0,0.42500000000000004,-1.1,0.30000000000000004,-0.0,3.175
8,Stearns,R.Allen,NE,0,0.0,0.25,0.0,1,0.0,0.0,3,0.75,0.5,0.0,-0.16666666666666644,1.7000000000000002,0.5,-1.0,6.533333333333334
8,Ralph,D.Kaser,LAC,0,0.0,0.0,0.15,2,0.0,0.0,1,0.75,0.0,0.0,0.0,0.25,0.1,-0.5,3.75
8,Kane,P.O'Donnell,CHI,0,0.4,0.25,0.0,4,0.75,0.0,2,0.0,0.0,0.0,0.9,0.1666666666666667,0.2,-0.5,8.166666666666666
8,Free Agent,T.Morstead,NO,0,0.4,0.25,0.0,3,0.75,0.0,2,0.75,0.5,0.0,0.6000000000000001,1.0,0.4,-0.0,9.65
8,Free Agent,M.Bosher,ATL,0,0.0,0.25,0.3,1,0.0,0.0,2,0.75,0.5,0.0,-0.2200000000000003,0.6000000000000001,0.5,-0.0,5.68
8,Levine,L.Edwards,NYJ,0,0.4,0.0,0.0,4,0.75,0.0,3,1.5,0.5,0.25,0.7399999999999999,0.46666666666666673,0.4,-1.0,11.006666666666668
8,Free Agent,B.Pinion,SF,0,0.4,0.25,0.0,2,0.0,0.0,2,0.75,0.5,0.0,0.05,0.2,0.2,-0.0,6.3500000000000005
8,Free Agent,D.Jones,PHI,0,0.4,0.25,0.0,1,0.0,0.0,2,0.75,0.5,0.0,0.08333333333333358,0.45,0.30000000000000004,-1.0,4.733333333333334
8,Free Agent,B.Anger,TB,0,0.0,0.25,0.15,2,0.0,0.0,3,1.5,0.5,0.0,0.06666666666666643,0.1666666666666667,0.1,-0.0,7.733333333333333
8,Fed,M.Palardy,CAR,0,0.0,0.25,0.15,4,0.0,0.0,4,2.25,0.5,0.0,0.542857142857143,0.1333333333333333,0.30000000000000004,-0.0,12.126190476190477
8,Free Agent,J.Ryan,SEA,0,0.0,0.25,0.15,2,0.0,0.0,1,0.0,0.0,0.0,0.23999999999999988,-0.0,0.6000000000000001,-0.0,4.24
8,O'Leary,S.Lechler,HOU,0,0.0,0.0,0.15,3,1.5,0.0,2,0.75,0.5,0.0,0.8,0.5666666666666667,0.6000000000000001,-0.0,9.866666666666667
8,Free Agent,C.Jones,DAL,0,0.0,0.25,0.15,1,0.0,0.0,1,0.0,0.0,0.0,0.06666666666666643,1.0,0.6000000000000001,-0.5,3.5666666666666664
8,Free Agent,T.Way,WAS,0,0.0,0.0,0.0,0,0.0,0.0,1,0.75,0.0,0.0,0.16666666666666644,-0.05,0.30000000000000004,-0.5,1.6666666666666665
8,Free Agent,S.Martin,DET,0,0.0,0.25,0.15,1,0.0,0.0,1,0.0,0.0,0.0,-0.5333333333333335,0,0.5,-0.0,2.3666666666666663
8,Pacillo,J.Berry,PIT,0,0.0,0.5,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.2,-0.15000000000000002,0.4,-0.0,4.95
8,Free Agent,R.Dixon,DEN,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.45,0.9,0.30000000000000004,-0.0,1.7500000000000002
8,Free Agent,D.Colquitt,KC,0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,-0.3200000000000003,0.8250000000000001,0.6000000000000001,-0.0,5.105
9,Levine,L.Edwards,NYJ,0,0.0,0.75,0.0,1,0.0,0.0,2,1.5,0.0,0.0,-0.33999999999999986,-0.0,0.6000000000000001,-0.0,5.51
9,Free Agent,C.Schmidt,BUF,0,0.0,0.5,0.15,2,0.0,0.0,1,0.75,0.0,0.0,0.13333333333333358,0.25,0.30000000000000004,-0.0,5.083333333333334
9,Free Agent,M.Bosher,ATL,0,0.0,0.25,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.4,0.8333333333333335,0.30000000000000004,-0.0,5.783333333333334
9,Fed,M.Palardy,CAR,0,0.0,0.5,0.0,4,0.0,0.0,3,1.5,0.5,0.0,0.47999999999999976,0.25,0.4,-0.0,10.63
9,Bandit,R.Sanchez,IND,0,0.0,0.25,0.3,1,0.0,0.0,1,0.75,0.0,0.0,-0.35000000000000003,0.7000000000000001,0.4,-0.0,4.05
9,O'Leary,S.Lechler,HOU,0,0.4,0.5,0.15,4,0.0,0.0,5,2.25,0.0,0.0,0.375,0.1,0.1,-0.5,12.375
9,Free Agent,K.Huber,CIN,0,0.0,0.25,0.0,4,0.0,0.0,3,0.75,0.5,0.0,0.30000000000000004,-1.9666666666666668,0.1,-0.0,6.933333333333334
9,Gillen,B.Nortman,JAX,0,0.4,0.25,0.0,1,0.75,0.0,1,0.0,0.0,0.0,0.2,0,0.4,-0.0,4.0
9,Free Agent,B.Anger,TB,-2,0.0,0.75,0.0,0,0.0,0.0,3,0.0,0.0,0.0,-0.5166666666666665,1.0666666666666667,0.2,-0.5,2.0
9,Free Agent,T.Morstead,NO,0,0.0,0.5,0.0,1,0.0,0.0,1,0.75,0.0,0.0,0.05,0,0.4,-0.5,3.1999999999999997
9,Free Agent,B.Wing,NYG,-2,0.4,0.0,0.0,3,0.75,0.0,0,0.0,0.0,0.0,0.8250000000000001,-0.9333333333333332,0.30000000000000004,-0.5,1.8416666666666668
9,Bagley,J.Hekker,LA,0,0.0,0.25,0.15,0,0.0,0.0,1,0.0,0.0,0.0,-0.75,0,0.9,-0.0,1.5499999999999998
9,Free Agent,R.Dixon,DEN,0,0.0,0.25,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.5333333333333335,0.45999999999999996,0.4,-0.0,4.643333333333334
9,Free Agent,D.Jones,PHI,0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.9,-3.5,0.7000000000000001,-0.5,-0.4
9,Julian,S.Koch,BAL,0,0.0,0.25,0.15,3,0.75,0.0,2,0.0,0.0,0.0,0.0,-0.2,0.4,-0.0,6.3500000000000005
9,Hardardt,B.Kern,TEN,0,0.0,0.25,0.15,4,0.0,0.0,3,1.5,0.0,0.0,0.6200000000000003,-0.2,0.30000000000000004,-0.5,9.120000000000003
9,Ralph,B.Pinion,SF,0,0.0,0.5,0.0,2,0.0,0.0,3,0.75,0.0,0.0,-0.1,0.5,0.2,-0.0,6.8500000000000005
9,Zack,A.Lee,ARI,0,0.0,0.5,0.0,1,0.0,0.0,3,0.0,0.0,0.0,0.0,0.65,0.4,-0.5,5.050000000000001
9,Free Agent,T.Way,WAS,0,0.0,0.25,0.15,3,0.0,0.0,1,0.0,0.0,0.0,-0.5,-0.0,0.30000000000000004,-0.0,4.2
9,Free Agent,J.Ryan,SEA,0,0.4,0.0,0.15,2,0.0,0.0,1,0.75,0.0,0.0,-0.11666666666666643,0.55,0.0,-1.5,3.2333333333333334
9,Free Agent,C.Jones,DAL,0,0.0,0.75,0.0,1,0.0,0.0,4,0.75,0.5,0.0,-0.6000000000000001,0.9,0.4,-0.0,7.700000000000001
9,Free Agent,D.Colquitt,KC,0,0.4,0.5,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.12000000000000029,0.8500000000000001,0.30000000000000004,-0.0,4.17
9,Free Agent,M.Haack,MIA,0,0.0,0.5,0.0,2,0.0,0.0,2,0.0,0.0,0.0,-0.07999999999999972,-0.15000000000000002,0.2,-0.5,3.9699999999999998
9,Looney,M.King,OAK,0,0.0,0.25,0.15,0,0.0,0.0,2,0.0,0.0,0.0,0.16666666666666644,0.4,0.5,-0.0,3.4666666666666663
9,Free Agent,J.Vogel,GB,0,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.2333333333333336,0.45,0.30000000000000004,-0.0,1.7666666666666664
10,Free Agent,J.Ryan,SEA,0,0.0,0.5,0.0,6,0.0,0.0,3,1.5,0.5,0.0,0.47500000000000003,-0.08571428571428577,0.4,-0.0,12.289285714285715
10,Zack,A.Lee,ARI,0,0.4,0.25,0.0,3,0.0,0.0,2,1.5,0.0,0.0,0.1,-0.0,0.2,-0.0,7.45
10,Free Agent,C.Schmidt,BUF,0,0.0,0.25,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.03333333333333357,0.52,0.2,-0.0,4.003333333333334
10,Kane,P.O'Donnell,CHI,0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.3200000000000003,-0.15000000000000002,0.4,-0.0,3.5700000000000003
10,Free Agent,J.Vogel,GB,0,0.0,0.5,0.0,1,0.0,0.0,1,0.0,0.0,0.0,-0.5,0.1,0.5,-0.5,2.1
10,Free Agent,S.Martin,DET,0,0.4,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.1,0.35000000000000003,0.5,-0.0,2.4
10,Taylor,B.Colquitt,CLE,0,0.0,0.25,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.3200000000000003,-0.5,0.4,-0.0,3.47
10,Bandit,R.Sanchez,IND,0,0.0,0.5,0.15,1,0.0,0.0,2,0.75,0.5,0.25,0.18571428571428542,0.2,0.30000000000000004,-0.0,5.835714285714285
10,Pacillo,J.Berry,PIT,0,0.0,0.25,0.0,4,0.0,0.0,3,0.75,0.0,0.0,0.45,0.47500000000000003,0.2,-0.5,8.624999999999998
10,Free Agent,D.Kaser,LAC,0,0.8,0.25,0.0,5,2.25,0.0,2,0.0,0.0,0.0,0.35000000000000003,0.4714285714285715,0.30000000000000004,-0.0,11.421428571428573
10,Gillen,B.Nortman,JAX,0,0.8,0.25,0.0,5,2.25,0.0,3,0.75,0.0,0.0,0.2888888888888886,0.5666666666666667,0.2,-0.0,13.105555555555554
10,Levine,L.Edwards,NYJ,0,0.0,0.25,0.0,5,0.0,0.0,2,0.0,0.0,0.0,0.5571428571428569,-0.7000000000000001,0.2,-0.0,7.307142857142857
10,Free Agent,B.Anger,TB,0,0.8,0.25,0.15,2,0.0,0.0,1,0.75,0.0,0.0,-0.16666666666666644,1.1,0.30000000000000004,-0.0,6.1833333333333345
10,Free Agent,K.Huber,CIN,0,0.0,0.5,0.15,4,0.75,0.0,3,0.75,0.5,0.25,0.5142857142857146,0.3333333333333333,0.2,-0.5,10.447619047619048
10,Hardardt,B.Kern,TEN,0,0.8,0.0,0.0,5,1.5,0.5,1,0.0,0.0,0.0,1.1500000000000001,-0.25,0.4,-0.5,9.600000000000001
10,Free Agent,T.Way,WAS,0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.7000000000000001,-0.0,0.6000000000000001,-0.0,3.3000000000000003
10,Free Agent,R.Quigley,MIN,0,0.0,0.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.55,0,0.6000000000000001,-0.0,0.55
10,O'Leary,S.Lechler,HOU,0,0.4,0.25,0.0,3,0.0,0.0,4,1.5,1.0,0.0,0.18333333333333357,-0.16666666666666663,0.1,-0.5,9.766666666666667
10,Bagley,J.Hekker,LA,0,0.4,0.0,0.3,3,0.0,0.0,0,0.0,0.0,0.0,0.625,-0.8,0.7000000000000001,-0.0,4.2250000000000005
10,Free Agent,M.Bosher,ATL,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.25,-0.2,0.5,-0.0,0.04999999999999999
10,Julian,C.Jones,DAL,0,0.4,0.25,0.0,1,0.0,0.0,2,0.75,0.5,0.0,-0.225,0,0.1,-0.5,4.275
10,Ralph,B.Pinion,SF,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.9,0.5,-0.0,2.4
10,Free Agent,B.Wing,NYG,0,0.0,0.0,0.15,0,0.0,0.0,0,0.0,0.0,0.0,-0.3666666666666665,-0.25,0.30000000000000004,-0.5,-0.6666666666666664
10,Stearns,R.Allen,NE,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.1,0.9,0.7000000000000001,-0.0,1.7000000000000002
10,Free Agent,R.Dixon,DEN,-2,0.0,0.5,0.0,0,0.0,0.0,1,0.75,0.0,0.0,0.25,0,0.4,-0.0,0.9
10,Free Agent,M.Haack,MIA,0,0.0,0.25,0.0,0,0.0,0.0,3,0.0,0.0,0.0,-0.325,0.4,0.30000000000000004,-0.0,3.625
10,Fed,M.Palardy,CAR,0,0.4,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.25,0,0.7000000000000001,-0.0,2.1
11,Pacillo,J.Berry,PIT,0,0.0,0.0,0.15,2,0.0,0.0,1,0.75,0.5,0.0,0.5666666666666664,-0.1,0.8,-0.0,5.666666666666667
11,Hardardt,B.Kern,TEN,0,0.0,0.0,0.15,1,0.0,0.0,0,0.0,0.0,0.0,0.2333333333333336,-0.25,0.30000000000000004,-0.0,1.4333333333333336
11,Free Agent,S.Martin,DET,0,0.0,0.25,0.15,1,0.0,0.0,3,0.75,0.5,0.0,-0.2,0.30000000000000004,0.4,-0.0,6.15
11,Kane,P.O'Donnell,CHI,0,0.0,0.25,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.15000000000000002,0.1333333333333333,0.4,-0.5,3.433333333333333
11,Taylor,B.Colquitt,CLE,0,0.4,0.25,0.15,4,0.75,0.0,2,0.0,0.0,0.0,0.2,-0.05,0.1,-0.0,7.8
11,Gillen,B.Nortman,JAX,0,0.4,0.25,0.6,1,0.0,0.0,2,0.0,0.0,0.0,-0.5666666666666664,0.6000000000000001,0.30000000000000004,-0.5,4.083333333333333
11,Julian,S.Koch,BAL,0,0.4,0.5,0.3,2,0.0,0.0,5,2.25,0.0,0.0,-0.357142857142857,-0.0,0.5,-0.0,10.592857142857142
11,Free Agent,J.Vogel,GB,0,0.0,1.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.4600000000000002,-1.9000000000000001,0.0,-0.0,-0.3600000000000003
11,Zack,A.Lee,ARI,0,0.0,0.25,0.0,2,0.75,0.0,6,3.0,0.5,0.25,0.15000000000000002,0.6000000000000001,0.30000000000000004,-0.0,13.8
11,O'Leary,S.Lechler,HOU,0,0.4,0.5,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.18333333333333357,0.55,0.5,-0.0,5.133333333333334
11,Free Agent,R.Quigley,MIN,0,0.0,0.25,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.06666666666666643,0.30000000000000004,0.4,-1.0,2.016666666666666
11,Bagley,J.Hekker,LA,0,0.0,0.5,0.3,1,0.0,0.0,4,0.75,0.0,0.0,-0.26666666666666644,-0.0,0.1,-0.0,6.383333333333333
11,Free Agent,T.Morstead,NO,0,0.0,0.5,0.0,0,0.0,0.0,3,1.5,0.0,0.0,-0.5333333333333335,0,0.6000000000000001,-0.0,5.066666666666666
11,Free Agent,T.Way,WAS,0,0.4,0.5,0.0,3,0.75,0.0,1,0.0,0.0,0.0,0.4600000000000002,-1.0,0.5,-0.0,5.61
11,Free Agent,D.Colquitt,KC,0,0.0,0.25,0.0,2,0.0,0.0,4,1.5,0.5,0.0,-0.2,0.5,0.30000000000000004,-0.0,8.850000000000001
11,Free Agent,B.Wing,NYG,0,0.0,0.0,0.15,1,0.0,0.0,2,0.75,0.0,0.0,0.03333333333333357,0.47500000000000003,0.2,-0.5,4.108333333333333
11,Free Agent,C.Schmidt,BUF,0,0.0,0.0,0.15,0,0.0,0.0,0,0.0,0.0,0.0,-0.5,0.8,0.4,-0.0,0.8500000000000001
11,Ralph,D.Kaser,LAC,0,0.0,0.25,0.0,0,0.0,0.0,2,0.0,0.0,0.0,-0.8500000000000001,0.6000000000000001,0.0,-0.0,2.0
11,Free Agent,R.Dixon,DEN,0,0.0,0.75,0.0,0,0.0,0.0,4,1.5,0.5,0.25,-0.060000000000000143,0.5,0.30000000000000004,-0.0,7.739999999999999
11,Free Agent,K.Huber,CIN,-2,0.4,0.5,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.042857142857143066,0.46666666666666673,0.2,-0.5,3.10952380952381
11,Looney,M.King,OAK,0,0.8,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.06666666666666643,0,0.0,-0.0,2.1166666666666663
11,Stearns,R.Allen,NE,0,0.0,0.25,0.15,1,0.0,0.0,2,0.0,0.0,0.0,0.25,0,0.7000000000000001,-0.0,4.35
11,Free Agent,D.Jones,PHI,0,0.4,0.25,0.0,1,0.75,0.0,1,0.0,0.0,0.0,0.08333333333333358,0.9,0.1,-0.5,3.9833333333333334
11,Free Agent,C.Jones,DAL,0,0.0,1.0,0.0,2,0.75,0.0,3,0.75,0.0,0.0,0.17999999999999972,0,0.30000000000000004,-0.0,7.9799999999999995
11,Free Agent,B.Anger,TB,0,0.0,0.25,0.15,1,0.75,0.0,2,0.0,0.0,0.0,-0.35000000000000003,0.2333333333333333,0.5,-0.5,4.033333333333333
11,Free Agent,M.Haack,MIA,0,0.0,0.0,0.0,1,0.75,0.0,1,0.75,0.5,0.0,0.8,0.2,0.4,-0.0,5.4
11,Free Agent,M.Bosher,ATL,0,0.0,0.5,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.6333333333333336,0.9,0.5,-0.0,2.2666666666666666
