Week,Owner,Punter,Team,Punts,Punt Yards,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Returns,Return Yards,Holds,Misses
2,Free Agent,K.Huber,CIN,3,161,0,1,0,0,2,0,0,2,1,0,0,1,0,4,1
2,Free Agent,M.Scifres,SD,3,144,0,0,0,0,2,0,0,0,0,0,0,3,29,3,1
2,Gillen,B.Kern,TEN,6,298,0,0,0,0,4,0,0,1,0,0,0,6,154,2,0
2,Free Agent,A.Lee,CLE,6,319,0,1,1,0,4,2,0,2,0,0,0,4,41,3,0
2,Connor,M.Bosher,ATL,5,273,0,1,0,0,3,1,0,0,0,0,0,4,66,4,0
2,Free Agent,B.Wing,NYG,4,164,0,0,2,0,0,0,0,3,1,1,0,1,10,4,0
2,Free Agent,J.Hekker,STL,8,381,0,0,2,1,3,0,0,4,0,0,0,5,12,2,0
2,Free Agent,T.Way,WAS,6,244,0,1,0,1,2,0,0,1,0,0,0,0,0,4,0
2,Bandit,P.O'Donnell,CHI,5,229,0,1,1,0,1,0,0,1,0,0,0,2,6,5,0
2,Free Agent,D.Butler,ARI,3,121,0,0,1,0,1,0,0,2,1,1,0,2,20,5,1
2,Fed,S.Martin,DET,4,177,0,0,0,0,1,0,0,2,0,0,0,3,39,2,0
2,Free Agent,J.Locke,MIN,3,134,0,0,2,0,1,0,0,2,1,0,0,1,2,4,1
2,Free Agent,T.Morstead,NO,4,175,0,0,0,0,1,0,0,1,1,1,0,3,34,0,0
2,Free Agent,J.Schum,TB,3,116,0,0,1,0,0,0,0,1,1,0,0,1,0,6,1
2,Free Agent,B.Pinion,SF,4,171,0,0,1,2,0,0,0,1,0,0,0,1,16,2,0
2,Free Agent,J.Berry,PIT,3,142,0,0,1,0,1,1,0,2,0,0,0,2,11,3,1
2,Ralph,M.King,OAK,2,118,0,1,0,0,1,1,1,1,1,0,0,0,0,7,0
2,Free Agent,S.Koch,BAL,2,92,0,0,0,0,0,0,0,1,0,0,0,2,5,7,0
2,Free Agent,M.Darr,MIA,6,289,0,1,2,0,4,0,0,0,0,0,0,3,32,4,1
2,David,B.Anger,JAC,7,317,0,1,1,1,3,0,0,1,1,0,0,3,25,5,0
2,Free Agent,C.Jones,DAL,6,315,0,1,2,1,3,2,0,2,0,0,0,2,20,3,0
2,Free Agent,D.Jones,PHI,6,302,1,0,3,0,3,0,0,1,0,0,0,2,1,2,0
2,Free Agent,J.Ryan,SEA,5,201,0,1,4,0,1,0,0,2,1,0,0,0,0,3,0
2,Free Agent,T.Masthay,GB,3,139,0,0,0,1,0,0,0,0,0,0,0,2,22,5,0
2,Free Agent,P.McAfee,IND,3,149,0,0,2,1,2,0,0,1,1,0,0,0,0,1,1
2,Free Agent,R.Quigley,NYJ,5,170,0,0,3,2,0,0,0,3,2,0,0,0,0,4,1
