Week,Owner,Punter,Team,Punts,Punt Yards,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Returns,Return Yards
15,David,B.Anger,TB,4,171,0,0,2,0,1,0,0,1,1,1,0,1,0
15,Free Agent,C.Jones,DAL,2,82,0,0,2,0,0,0,0,2,0,0,0,1,2
15,Free Agent,S.Lechler,HOU,5,226,0,0,2,0,1,0,0,4,2,0,0,2,9
15,Kane,B.Nortman,JAX,6,315,0,0,2,0,3,2,0,1,0,0,0,4,38
15,Gillen,B.Kern,TEN,4,143,0,0,1,0,0,0,0,0,0,0,0,3,3
15,Julian,D.Colquitt,KC,6,273,0,1,3,0,1,0,0,2,0,0,0,2,22
15,Free Agent,P.McAfee,IND,3,127,0,0,3,0,0,0,0,2,0,0,0,0,0
15,Free Agent,J.Locke,MIN,3,146,0,0,1,0,2,0,0,2,1,0,0,1,30
15,Fed,S.Martin,DET,6,275,0,1,0,0,1,1,0,1,1,0,0,4,28
15,Free Agent,B.Wing,NYG,7,298,0,0,0,1,3,0,0,2,2,2,0,3,11
15,Free Agent,M.Wile,ARI,2,68,0,0,1,0,0,0,0,1,0,0,0,0,0
15,Free Agent,T.Morstead,NO,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0
15,Connor,M.Bosher,ATL,2,67,0,0,2,0,0,0,0,2,1,0,0,0,0
15,Free Agent,B.Pinion,SF,7,318,0,0,4,1,2,0,0,2,1,0,0,2,42
15,Miles,R.Allen,NE,7,312,0,1,1,0,1,0,0,3,2,0,0,2,5
15,Free Agent,R.Dixon,DEN,7,325,0,0,3,0,3,0,0,3,1,0,0,3,21
15,Free Agent,D.Kaser,SD,5,274,0,1,1,1,3,2,0,1,1,1,0,2,11
15,Ralph,M.King,OAK,3,153,0,1,1,0,1,1,0,1,0,0,0,1,3
15,Free Agent,J.Berry,PIT,1,40,0,0,0,1,0,0,0,1,0,0,0,0,0
15,Free Agent,K.Huber,CIN,3,141,0,0,1,1,1,0,0,1,0,0,0,1,5
15,Free Agent,T.Way,WAS,6,286,0,0,0,1,3,0,0,0,0,0,0,5,59
15,Free Agent,M.Palardy,CAR,6,208,0,0,2,0,0,0,0,3,1,0,0,3,14
16,Free Agent,B.Wing,NYG,3,145,0,0,1,2,2,0,0,1,1,1,0,0,0
16,Free Agent,D.Jones,PHI,5,237,0,0,1,0,3,0,0,2,1,1,0,6,1
16,Free Agent,C.Schmidt,BUF,4,169,0,0,1,0,0,0,0,1,0,0,0,2,25
16,Free Agent,M.Darr,MIA,5,207,0,0,1,0,0,0,0,3,1,1,0,1,23
16,Free Agent,M.Bosher,ATL,3,127,0,0,1,1,1,0,0,1,0,0,0,1,12
16,Free Agent,M.Palardy,CAR,3,130,0,0,1,0,1,0,0,2,0,0,0,1,11
16,Free Agent,T.Way,WAS,2,83,0,0,0,1,0,0,0,2,0,0,0,1,3
16,Free Agent,P.O'Donnell,CHI,1,51,0,0,1,0,1,0,0,0,0,0,0,0,0
16,Free Agent,D.Kaser,SD,5,251,0,0,1,0,3,0,0,1,0,0,0,3,19
16,Free Agent,B.Colquitt,CLE,6,258,0,0,2,0,2,0,0,3,0,0,0,4,20
16,Free Agent,J.Schum,GB,6,259,0,1,3,0,0,0,0,2,0,0,0,2,20
16,Free Agent,J.Locke,MIN,5,186,0,0,1,0,0,0,0,0,0,0,0,4,40
16,Free Agent,B.Kern,TEN,7,313,0,0,4,1,1,0,0,3,0,0,0,2,10
16,Free Agent,B.Nortman,JAX,3,143,0,0,1,0,2,0,0,1,0,0,0,1,-2
16,Free Agent,L.Edwards,NYJ,4,180,0,0,0,0,0,0,0,2,0,0,0,3,16
16,Free Agent,R.Allen,NE,4,187,0,0,1,0,2,0,0,1,0,0,0,2,7
16,Free Agent,T.Morstead,NO,3,124,0,0,1,0,0,0,0,1,0,0,0,2,24
16,Free Agent,B.Anger,TB,3,153,0,0,2,0,2,0,0,3,2,1,0,0,0
16,Free Agent,P.McAfee,IND,2,100,0,0,0,0,1,0,0,0,0,0,0,1,8
16,Free Agent,M.King,OAK,5,235,0,2,0,1,2,0,0,1,1,1,0,1,10
16,Free Agent,B.Pinion,SF,9,372,0,1,1,1,0,0,0,3,0,0,0,5,12
16,Free Agent,J.Hekker,LA,8,368,0,0,4,2,2,0,0,4,0,0,0,2,9
16,Free Agent,M.Wile,ARI,5,222,0,0,2,0,2,0,0,1,0,0,0,2,7
16,Free Agent,J.Ryan,SEA,4,144,0,0,3,0,1,0,0,1,1,0,0,1,0
16,Free Agent,K.Huber,CIN,8,366,0,0,4,0,2,0,0,3,0,0,0,4,32
16,Free Agent,S.Lechler,HOU,8,371,0,0,1,0,4,0,0,4,1,0,0,7,15
16,Free Agent,S.Koch,BAL,3,109,0,0,1,2,0,0,0,3,0,0,0,0,0
16,Free Agent,J.Berry,PIT,3,137,0,0,1,0,1,0,0,1,0,0,0,2,25
16,Free Agent,R.Dixon,DEN,7,326,0,1,0,2,3,1,0,2,0,0,0,4,21
16,Free Agent,D.Colquitt,KC,4,164,0,0,2,1,1,0,0,3,1,0,0,1,0
16,Free Agent,S.Martin,DET,4,196,0,0,0,0,3,0,0,2,1,1,0,2,5
16,Free Agent,C.Jones,DAL,4,189,0,0,0,3,2,0,0,1,0,0,0,1,23
17,Connor,M.Bosher,ATL,4,185,0,0,2,0,2,0,0,1,0,0,0,2,10
17,Free Agent,T.Morstead,NO,4,224,0,0,0,0,4,0,0,1,1,1,1,3,39
17,Free Agent,S.Koch,BAL,4,175,0,0,1,1,1,1,0,2,0,0,0,2,15
17,Free Agent,K.Huber,CIN,5,247,0,1,1,0,2,1,0,1,1,0,0,3,38
17,Fed,S.Martin,DET,4,200,0,0,0,0,3,0,0,2,0,0,0,4,20
17,Free Agent,J.Schum,GB,5,186,0,0,2,2,1,0,0,3,1,0,0,0,0
17,Free Agent,P.McAfee,IND,4,203,1,0,1,1,3,0,0,2,0,0,0,2,-2
17,Kane,B.Nortman,JAX,4,188,0,1,3,0,2,0,0,3,0,0,0,0,0
17,Free Agent,M.Darr,MIA,5,206,0,0,2,1,1,0,0,3,1,0,0,1,0
17,Miles,R.Allen,NE,3,146,0,0,0,1,1,0,0,0,0,0,0,2,14
17,Bandit,P.O'Donnell,CHI,3,143,0,0,1,0,1,0,0,1,0,0,0,2,45
17,Free Agent,J.Locke,MIN,2,64,0,0,1,0,0,0,0,1,0,0,0,1,0
17,Free Agent,C.Schmidt,BUF,6,254,0,0,1,0,0,0,0,0,0,0,0,5,24
17,Free Agent,L.Edwards,NYJ,5,231,0,1,2,0,1,0,0,1,1,0,0,2,24
17,Free Agent,C.Jones,DAL,4,195,1,0,1,2,1,1,0,3,1,1,1,0,0
17,Free Agent,D.Jones,PHI,4,200,0,0,0,1,2,0,0,1,0,0,0,3,23
17,Free Agent,B.Colquitt,CLE,4,190,0,0,1,1,1,0,0,1,0,0,0,2,15
17,Free Agent,J.Berry,PIT,8,368,0,0,2,1,2,1,0,2,0,0,0,3,26
17,David,B.Anger,TB,5,229,0,0,4,0,2,0,0,5,1,0,0,1,0
17,Free Agent,M.Palardy,CAR,4,164,0,0,1,0,0,0,0,1,0,0,0,2,7
17,Gillen,B.Kern,TEN,5,211,0,0,2,1,0,0,0,5,0,0,0,2,6
17,Free Agent,S.Lechler,HOU,3,142,0,0,0,0,0,0,0,0,0,0,0,3,41
17,Free Agent,T.Way,WAS,7,348,0,0,1,0,4,0,0,1,1,0,0,6,46
17,Free Agent,B.Wing,NYG,8,363,0,1,1,1,2,0,0,1,1,0,0,5,40
17,Ralph,M.King,OAK,8,452,0,2,2,0,6,3,0,5,0,0,0,4,50
17,Free Agent,R.Dixon,DEN,5,224,0,0,2,0,1,0,0,1,0,0,0,2,18
17,Free Agent,J.Hekker,LA,7,337,0,0,3,0,1,1,1,1,0,0,0,4,26
17,Free Agent,M.Wile,ARI,3,147,1,0,0,0,1,0,0,0,0,0,0,3,18
17,Free Agent,D.Kaser,SD,1,49,0,0,0,0,0,0,0,0,0,0,0,1,95
17,Julian,D.Colquitt,KC,1,44,0,0,0,0,0,0,0,1,1,1,0,0,0
17,Free Agent,B.Pinion,SF,6,289,0,0,4,1,3,0,0,3,2,0,0,1,6
17,Free Agent,J.Ryan,SEA,4,184,0,0,1,1,1,1,0,1,0,0,0,2,45
