Week,Owner,Punter,Team,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Punt Avg,Return Avg,Total Points
2,Free Agent,T.Way,WAS,0,0.0,0.0,0.15,0,0.0,0.0,1,0.75,0.0,0.0,-0.75,-0.2,0.95
2,Free Agent,C.Jones,DAL,0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.2333333333333336,0.6000000000000001,3.8333333333333335
2,Free Agent,D.Butler,ARI,0,0.0,0.25,0.0,2,0.0,0.0,3,0.75,0.0,0.0,0.15000000000000002,-0.040000000000000036,6.11
2,David,B.Anger,TB,0,0.4,0.75,0.0,3,0.0,0.0,3,0.75,0.0,0.0,0.2,-0.2,7.8999999999999995
2,Free Agent,J.Ryan,SEA,0,0.4,0.25,0.15,2,0.0,0.0,2,0.75,0.0,0.0,-0.08571428571428541,-0.4,5.064285714285714
2,Free Agent,J.Hekker,LA,0,0.0,1.5,0.0,1,0.0,0.0,6,0.75,0.0,0.0,-0.55,0,8.7
2,Free Agent,P.McAfee,IND,0,0.4,0.0,0.15,4,0.75,0.5,1,0.0,0.0,0.0,1.1500000000000001,0.4,8.35
2,Free Agent,R.Dixon,DEN,0,0.4,0.25,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.4,0,3.05
2,Connor,M.Bosher,ATL,0,0.4,0.25,0.0,1,0.75,0.0,1,0.75,0.0,0.0,-0.1,-0.9,3.150000000000001
2,Ralph,M.King,OAK,0,0.0,0.25,0.0,3,0.75,0.0,3,1.5,0.0,0.0,0.775,2.8000000000000003,12.075000000000001
2,Kane,B.Nortman,JAX,0,0.0,0.0,0.0,1,0.0,0.0,2,0.75,0.0,0.0,-0.025,0.15000000000000002,3.875
2,Free Agent,D.Kaser,SD,0,0.0,0.25,0.15,1,0.0,0.0,2,0.0,0.0,0.0,-0.17500000000000002,-0.45,2.775
2,Free Agent,J.Locke,MIN,0,0.0,1.25,0.0,1,0.0,0.0,5,0.75,0.0,0.0,-0.6000000000000001,-0.7000000000000001,6.7
2,Free Agent,J.Schum,GB,0,0.0,0.75,0.15,0,0.0,0.0,1,0.0,0.0,0.0,-0.6399999999999999,0,1.26
2,Bandit,P.O'Donnell,CHI,0,0.0,0.75,0.0,1,0.0,0.0,1,0.0,0.0,0.0,-0.7250000000000001,0,2.025
2,Free Agent,D.Jones,PHI,0,0.0,0.75,0.0,2,0.0,0.0,1,0.75,0.5,0.0,-0.13999999999999987,5.6000000000000005,10.46
3,Free Agent,S.Lechler,HOU,0,0.4,0.0,0.15,3,0.0,0.0,4,0.0,0.0,0.0,0.4,0.2,8.15
3,Miles,R.Allen,NE,0,0.0,1.25,0.0,3,0.0,0.0,6,1.5,0.5,0.0,0.25714285714285695,0,12.507142857142856
3,Free Agent,C.Catanzaro,ARI,0,0.0,0.0,0.15,0,0.0,0.0,0,0.0,0.0,0.0,-1.2000000000000002,0,-1.0500000000000003
3,Free Agent,C.Schmidt,BUF,0,0.0,0.5,0.15,0,0.0,0.0,1,0.75,0.5,0.0,-0.94,0.30000000000000004,2.26
3,Free Agent,D.Butler,ARI,0,0.0,0.0,0.15,1,0.0,0.0,1,0.0,0.0,0.0,-0.8500000000000001,1.05,2.3499999999999996
3,Free Agent,J.Locke,MIN,0,0.4,0.25,0.0,4,0.75,0.0,3,1.5,0.5,0.0,0.3428571428571431,-0.9,9.842857142857143
3,Free Agent,A.Lee,CAR,0,0.0,0.25,0.0,1,0.0,0.0,2,0.75,0.0,0.0,0.225,2.0,6.225
3,Free Agent,R.Dixon,DEN,0,0.4,0.0,0.15,2,0.0,0.0,0,0.0,0.0,0.0,0.12000000000000029,-0.7000000000000001,1.9699999999999998
3,Free Agent,K.Huber,CIN,0,0.4,0.5,0.0,3,0.0,0.0,3,0.75,0.0,0.0,0.12000000000000029,0.2,7.970000000000001
3,Fed,S.Martin,DET,0,0.0,0.25,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.25,-0.8,-0.30000000000000004
3,Free Agent,J.Schum,GB,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.35000000000000003,-0.1,0.5499999999999999
3,Kane,B.Nortman,JAX,0,0.4,0.5,0.15,0,0.0,0.0,2,0.75,0.0,0.0,-0.35000000000000003,-0.9,2.55
3,Free Agent,S.Koch,BAL,0,0.0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,0.0,0.36000000000000015,0.11999999999999994,4.48
3,Free Agent,M.Darr,MIA,0,0.0,1.0,0.15,2,0.0,0.0,4,0.75,0.0,0.0,0.3833333333333336,-0.9,7.383333333333333
3,Looney,B.Colquitt,CLE,0,0.0,0.25,0.3,0,0.0,0.0,2,0.0,0.0,0.0,-0.03999999999999986,0.4,2.9099999999999997
3,Free Agent,B.Wing,NYG,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.2333333333333336,1.0333333333333332,2.2666666666666666
3,Free Agent,T.Way,WAS,0,0.0,0.0,0.15,1,0.0,0.0,0,0.0,0.0,0.0,0.05,0.5,1.7
3,Gillen,B.Kern,TEN,0,0.0,0.5,0.15,4,0.75,0.0,3,1.5,0.0,0.0,0.6833333333333336,0.36666666666666664,10.950000000000001
3,Ralph,M.King,OAK,0,0.8,0.25,0.44999999999999996,2,1.5,0.5,3,1.5,0.0,0.0,0.15714285714285695,0.1,10.257142857142856
3,Free Agent,B.Pinion,SF,0,0.4,0.5,0.0,2,0.75,0.0,2,1.5,0.0,0.0,0.05714285714285694,1.4333333333333333,8.64047619047619
3,Free Agent,J.Ryan,SEA,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.6000000000000001,1.1,2.7
3,David,B.Anger,TB,0,0.0,0.5,0.0,3,0.0,0.0,1,0.0,0.0,0.0,0.275,-0.30000000000000004,4.4750000000000005
3,Free Agent,J.Hekker,LA,0,0.0,0.25,0.15,2,1.5,0.0,2,0.75,0.0,0.0,0.6200000000000003,0.4,7.670000000000001
3,Free Agent,J.Berry,PIT,0,0.0,0.0,0.0,2,0.75,0.0,1,0.0,0.0,0.0,1.0,-0.1,4.65
3,Free Agent,D.Jones,PHI,0,0.0,0.5,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.375,-0.6000000000000001,0.5249999999999999
3,Free Agent,P.McAfee,IND,0,0.0,0.0,0.15,1,0.0,0.0,3,0.0,0.0,0.0,-0.46666666666666645,-0.9,2.783333333333334
3,Free Agent,D.Kaser,SD,0,0.0,0.5,0.0,0,0.0,0.0,1,0.0,0.0,0.0,-0.46666666666666645,-0.9,0.13333333333333364
3,Free Agent,L.Edwards,NYJ,0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,-0.2,0.55,2.35
3,Julian,D.Colquitt,KC,0,0.0,0.5,0.0,0,0.0,0.0,2,1.5,0.5,0.25,-0.2,0.30000000000000004,4.85
3,Bandit,P.O'Donnell,CHI,0,0.0,0.5,0.15,0,0.0,0.0,1,0.0,0.0,0.0,-0.525,-0.6000000000000001,0.5249999999999999
3,Free Agent,C.Jones,DAL,0,0.0,0.25,0.0,3,0.0,0.0,2,0.0,0.0,0.0,0.16666666666666644,0.1,5.516666666666666
3,Connor,M.Bosher,ATL,0,0.0,0.25,0.0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,-0.9,1.35
3,Free Agent,T.Morstead,NO,0,0.0,0.0,0.15,0,0.0,0.0,1,0.0,0.0,0.0,-0.35000000000000003,0,0.7999999999999998
4,Free Agent,K.Huber,CIN,0,0.0,0.25,0.0,1,0.0,0.0,1,0.75,0.0,0.0,0.1,-0.46666666666666673,2.6333333333333333
4,Free Agent,M.Darr,MIA,0,0.4,0.5,0.15,4,0.75,0.0,3,0.0,0.0,0.0,0.4142857142857146,-0.1333333333333333,9.080952380952382
4,Free Agent,P.McAfee,IND,0,0.4,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.46666666666666645,-0.30000000000000004,1.5666666666666662
4,Kane,B.Nortman,JAX,0,0.4,0.25,0.0,3,0.75,0.5,1,0.0,0.0,0.0,0.8799999999999998,0.0,6.78
4,Connor,M.Bosher,ATL,0,0.0,0.25,0.0,2,0.0,0.0,1,0.75,0.0,0.0,0.7666666666666665,-0.1,4.666666666666667
4,Free Agent,A.Lee,CAR,0,0.0,0.0,0.0,4,0.0,0.0,4,2.25,1.5,0.25,0.5666666666666664,-0.06666666666666661,12.5
4,Ralph,M.King,OAK,0,0.0,0.5,0.3,5,0.75,0.0,4,1.5,0.0,0.0,0.675,0.5,13.225000000000001
4,Free Agent,S.Koch,BAL,0,0.4,0.25,0.15,3,0.0,0.0,1,0.75,0.0,0.0,0.38571428571428545,1.35,7.285714285714285
4,Fed,S.Martin,DET,0,0.0,0.5,0.0,4,0.0,0.0,1,0.0,0.0,0.0,0.4,-0.3333333333333333,5.566666666666667
4,Bandit,P.O'Donnell,CHI,0,0.8,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.4,4.1000000000000005,7.300000000000001
4,Gillen,B.Kern,TEN,0,0.4,0.25,0.0,2,0.75,0.5,1,0.75,0.0,0.0,0.6399999999999999,1.9000000000000001,8.19
4,Free Agent,S.Lechler,HOU,0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.5,0.0,2.5
4,Miles,R.Allen,NE,0,0.0,0.5,0.15,3,0.0,0.0,2,0.0,0.0,0.0,0.7166666666666665,-0.30000000000000004,6.066666666666667
4,Free Agent,C.Schmidt,BUF,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.42500000000000004,-0.8,-1.225
4,Free Agent,J.Ryan,SEA,0,0.0,1.0,0.0,1,0.0,0.0,4,1.5,0.0,0.0,-0.4399999999999999,0,7.0600000000000005
4,Free Agent,L.Edwards,NYJ,0,0.0,0.25,0.15,1,0.0,0.0,3,0.75,0.0,0.0,-0.4600000000000002,-0.5,4.19
4,Looney,B.Colquitt,CLE,0,0.4,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,0,2.4
4,Free Agent,T.Way,WAS,0,0.0,0.0,0.0,1,0.0,0.0,2,0.75,0.5,0.0,0.3666666666666665,0.1,4.716666666666666
4,Free Agent,R.Dixon,DEN,0,0.0,0.5,0.0,2,0.0,0.0,5,0.75,0.0,0.0,0.2142857142857146,0.3333333333333334,8.79761904761905
4,David,B.Anger,TB,0,0.4,1.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0,0.15714285714285695,-0.30000000000000004,7.257142857142857
4,Free Agent,R.Quigley,ARI,0,0.4,0.25,0.0,1,0.0,0.0,1,0.75,0.5,0.0,-0.275,3.8000000000000003,7.425000000000001
4,Free Agent,J.Hekker,LA,0,0.0,0.5,0.15,2,0.0,0.0,3,0.75,0.0,0.0,0.11666666666666643,-0.1333333333333333,6.383333333333333
4,Free Agent,D.Kaser,SD,0,0.0,0.25,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.1,-0.30000000000000004,-0.15000000000000005
4,Free Agent,T.Morstead,NO,0,0.0,0.0,0.0,3,0.75,0.0,1,0.75,0.5,0.0,0.6200000000000003,0.1,6.72
4,Free Agent,B.Pinion,SF,0,0.0,0.25,0.15,2,1.5,0.0,1,0.0,0.0,0.0,0.4,0.35000000000000003,5.65
4,Free Agent,C.Jones,DAL,0,0.8,0.0,0.15,5,0.75,0.0,1,2.25,1.0,0.25,1.0250000000000001,0.4,12.625
4,Julian,D.Colquitt,KC,0,0.4,0.5,0.15,1,0.0,0.0,3,1.5,0.0,0.0,-0.21666666666666645,-0.5,5.833333333333333
4,Free Agent,J.Berry,PIT,0,0.0,0.0,0.44999999999999996,1,0.0,0.0,1,0.0,0.0,0.0,-0.2600000000000002,0.1,2.29
4,Free Agent,B.Wing,NYG,0,0.4,0.25,0.0,1,0.0,0.0,3,0.75,0.5,0.25,0.16666666666666644,-0.25,6.066666666666666
4,Free Agent,J.Locke,MIN,0,0.4,0.75,0.0,3,0.0,0.0,3,1.5,0.0,0.0,-0.1,-0.9,7.65
